date,std,flight_no,destination,destination_code,airline_name,aircraft_type,tail_reg,icao_cat,actual_departure,gate
01-Apr-26,13:35,EI608,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEP,C,14:03,413
01-Apr-26,13:35,UA316,New York (EWR),EWR,United Airlines,B752,N17126,D,13:53,419
01-Apr-26,13:40,FR118,London (LGW),LGW,Ryanair,B38M,EI-IHC,C,14:27,204
01-Apr-26,13:40,FR444,Liverpool (LPL),LPL,Ryanair,B738,EI-DLD,C,14:07,204
01-Apr-26,13:45,EA3256,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,13:55,420
01-Apr-26,13:50,EI121,Orlando (MCO),MCO,Aer Lingus,A333,EI-EIL,E,14:09,410
01-Apr-26,14:00,FR9473,Nantes (NTE),NTE,Ryanair,B38M,EI-IHY,C,14:18,209
01-Apr-26,14:05,EA3224,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,14:12,421
01-Apr-26,14:05,FR5324,Kosice (KSC),KSC,Ryanair,B38M,EI-IHM,C,15:19,209
01-Apr-26,14:05,PC1158,Istanbul (SAW),SAW,Pegasus,A21N,TC-RFS,C,14:25,113
01-Apr-26,14:05,EI3330,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-FAT,B,,410
01-Apr-26,14:10,EI131,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRD,C,14:20,403
01-Apr-26,14:15,EI143,Cancun (CUN),CUN,Aer Lingus,A333,EI-GAJ,E,14:33,407
01-Apr-26,14:15,FR337,London (LTN),LTN,Ryanair,B38M,EI-IFS,C,14:29,206
01-Apr-26,14:15,FR5151,Glasgow (GLA),GLA,Ryanair,B738,9H-QCT,C,14:15,202
01-Apr-26,14:15,LG4884,Luxembourg (LUX),LUX,Luxair,DH8D,LX-LQB,B,14:41,114
01-Apr-26,14:20,EI748,Bilbao (BIO),BIO,Aer Lingus,A320,EI-EDS,C,14:38,415
01-Apr-26,14:20,EK162,Dubai (DXB),DXB,Emirates,B77W,A6-EQA,C,14:31,415
01-Apr-26,14:20,FR4784,Newquay (NQY),NQY,Ryanair,B738,SP-RNS,C,14:36,204
01-Apr-26,14:25,EI89,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLV,C,14:39,404
01-Apr-26,14:30,EI168,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,14:44,409
01-Apr-26,14:30,FR812,Edinburgh (EDI),EDI,Ryanair,B38M,EI-HMZ,C,15:12,209
01-Apr-26,14:40,EA3286,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GZV,B,14:46,422
01-Apr-26,14:40,FR1452,Brussels (BRU),BRU,Ryanair,B738,SP-RKM,C,14:53,210
01-Apr-26,14:45,EI3272,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,,410
01-Apr-26,14:45,,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HPJ,B,,418
01-Apr-26,14:50,EI83,Indianapolis (IND),IND,Aer Lingus,A21N,EI-XLU,C,15:07,408
01-Apr-26,15:00,DL155,Boston (BOS),BOS,Delta Air Lines,B763,N177DZ,D,15:10,403
01-Apr-26,15:00,EI764,Tenerife (TFS),TFS,Aer Lingus,A320,EI-GAL,C,15:30,403
01-Apr-26,15:00,EI778,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-EDP,C,15:15,415
01-Apr-26,15:00,FR5242,Bodrum (BJV),BJV,Ryanair,B738,EI-EVJ,C,15:43,203
01-Apr-26,15:05,,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-HPK,B,15:26,418
01-Apr-26,15:10,EA3242,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPN,B,15:21,421
01-Apr-26,15:15,FR9611,Rome (FCO),FCO,Ryanair,B738,EI-DPN,C,15:49,210
01-Apr-26,15:20,FR495,Madrid (MAD),MAD,Ryanair,B38M,EI-HGY,C,16:04,206
01-Apr-26,15:25,BA831,London (LHR),LHR,British Airways,A21N,G-NEOV,C,15:33,425
01-Apr-26,15:25,EI53,Seattle (SEA),SEA,Aer Lingus,A332,EI-DUO,E,15:41,411
01-Apr-26,15:25,EI69,Los Angeles (LAX),LAX,Aer Lingus,A333,EI-EIM,E,15:58,405
01-Apr-26,15:25,EI756,Seville (SVQ),SVQ,Aer Lingus,A320,EI-DVH,C,15:45,413
01-Apr-26,15:25,FR3100,Amsterdam (AMS),AMS,Ryanair,B738,9H-QAL,C,15:24,201
01-Apr-26,15:30,FR506,Bristol (BRS),BRS,Ryanair,B38M,EI-IJA,C,15:37,207
01-Apr-26,15:40,EI87,Cleveland (CLE),CLE,Aer Lingus,A21N,EI-XLW,C,15:48,407
01-Apr-26,15:40,EA3930,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,16:14,420
01-Apr-26,15:40,FR120,London (LGW),LGW,Ryanair,B738,9H-QCF,C,16:59,204
01-Apr-26,15:45,BA4467,London (LCY),LCY,British Airways,E190,G-LCYP,C,15:57,423
01-Apr-26,15:45,EI406,Rome (FCO),FCO,Aer Lingus,A320,EI-DVG,C,15:52,409
01-Apr-26,15:50,EI3216,Isle of Man (IOM),IOM,Aer Lingus,AT7,,B,,414
01-Apr-26,15:50,H4244,Iasi (IAS),IAS,HiSky,A320,YR-SKY,C,15:51,R113
01-Apr-26,15:50,,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-FAT,B,16:10,418
01-Apr-26,15:55,EI172,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,16:05,415
01-Apr-26,15:55,FR884,Fuerteventura (FUE),FUE,Ryanair,B738,9H-QAD,C,16:29,208
01-Apr-26,16:00,FR7121,Tenerife (TFS),TFS,Ryanair,B38M,9H-VVJ,C,16:11,208
01-Apr-26,16:00,,Cork (ORK),ORK,Aer Lingus,A320,EI-DVL,C,16:07,415
01-Apr-26,16:00,,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-FAT,B,16:41,418
01-Apr-26,16:05,FR7124,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HEN,C,16:27,202
01-Apr-26,16:10,EI586,Malaga (AGP),AGP,Aer Lingus,A320,EI-DVK,C,16:26,416
01-Apr-26,16:10,FR666,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILJ,C,17:47,206
01-Apr-26,16:10,FR8130,Malaga (AGP),AGP,Ryanair,B38M,EI-ILC,C,17:31,210
01-Apr-26,16:10,OU3501,Mostar (OMO),OMO,Croatia Airlines,BCS3,9A-CAM,C,17:06,115
01-Apr-26,16:15,FR204,London (STN),STN,Ryanair,B738,EI-EBY,C,16:53,205
01-Apr-26,16:20,AF1817,Paris (CDG),CDG,Air France,BCS3,F-HZUJ,C,17:09,114
01-Apr-26,16:20,EI496,Faro (FAO),FAO,Aer Lingus,A320,EI-DVN,C,16:33,416
01-Apr-26,16:25,EI119,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRE,C,16:24,409
01-Apr-26,16:25,EI356,Munich (MUC),MUC,Aer Lingus,A20N,EI-NSB,C,17:00,415
01-Apr-26,16:25,FR1556,Manchester (MAN),MAN,Ryanair,B738,9H-QBZ,C,17:15,208
01-Apr-26,16:25,FR5306,Kerry (KIR),KIR,Ryanair,B738,SP-RNP,C,16:30,203
01-Apr-26,16:35,FR1390,Thessaloniki (SKG),SKG,Ryanair,B38M,EI-HMW,C,17:30,202
01-Apr-26,16:45,BA4469,London (LCY),LCY,British Airways,E190,G-LCYN,C,16:57,425
01-Apr-26,16:45,EI107,New York (JFK),JFK,Aer Lingus,A21N,EI-LRA,C,16:43,405
01-Apr-26,16:45,EI125,Chicago (ORD),ORD,Aer Lingus,A333,EI-GCF,E,17:02,412
01-Apr-26,16:45,EI137,Boston (BOS),BOS,Aer Lingus,A333,EI-FNG,E,17:12,416
01-Apr-26,16:50,EI656,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEK,C,17:08,413
01-Apr-26,16:55,FR6130,Naples (NAP),NAP,Ryanair,B38M,9H-VUQ,C,17:04,207
01-Apr-26,16:55,FR6899,Palermo (PMO),PMO,Ryanair,B38M,EI-HET,C,18:37,208
01-Apr-26,17:00,EI348,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DVE,C,17:21,414
01-Apr-26,17:00,FR3669,Berlin (BER),BER,Ryanair,B38M,9H-VUZ,C,17:33,208
01-Apr-26,17:05,FR2023,Krakow (KRK),KRK,Ryanair,B38M,EI-IHC,C,18:26,204
01-Apr-26,17:05,TK1978,Istanbul (IST),IST,Turkish Airlines,B39M,TC-LYA,C,17:23,114
01-Apr-26,17:15,EA3342,Jersey (JER),JER,Aer Lingus Regional,AT76,EI-GPO,B,17:24,417
01-Apr-26,17:20,KL1142,Amsterdam (AMS),AMS,KLM,E190,PH-EZN,C,17:45,119
01-Apr-26,17:25,,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-HPJ,B,19:05,418
01-Apr-26,17:30,EI176,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,17:39,408
01-Apr-26,17:30,FR3381,Manchester (MAN),MAN,Ryanair,B738,SP-RND,C,17:35,206
01-Apr-26,17:30,FR5070,Copenhagen (CPH),CPH,Ryanair,B38M,EI-IJN,C,17:44,201
01-Apr-26,17:30,UNI135,Kassel (KSF),KSF,Unicair,LJ45,D-CHLP,C,18:05,R110
01-Apr-26,17:35,EI698,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DEJ,C,17:48,412
01-Apr-26,17:35,FR1025,Budapest (BUD),BUD,Ryanair,B38M,EI-HMZ,C,18:34,206
01-Apr-26,17:35,LH981,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRX,C,17:50,117
01-Apr-26,17:35,T2345,Vagar (FAE),FAE,West Air Sweden,75C,,C,,R107
01-Apr-26,17:45,FR261,Alicante (ALC),ALC,Ryanair,B38M,9H-VUL,C,18:14,208
01-Apr-26,17:45,FR831,Venice (VCE),VCE,Ryanair,B38M,EI-IFS,C,18:00,206
01-Apr-26,17:45,VL2519,Munich (MUC),MUC,Lufthansa City,A20N,D-AIJH,C,17:59,117
01-Apr-26,17:50,BA833,London (LHR),LHR,British Airways,A21N,G-TNEJ,C,18:16,423
01-Apr-26,17:50,EI336,Berlin (BER),BER,Aer Lingus,A320,EI-DER,C,18:08,407
01-Apr-26,17:50,EI3228,Glasgow (GLA),GLA,Aer Lingus,AT7,,B,,406
01-Apr-26,17:50,EA3308,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HNA,B,17:53,421
01-Apr-26,17:50,,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,B,19:11,418
01-Apr-26,17:55,FR1442,Liverpool (LPL),LPL,Ryanair,B738,9H-QCT,C,19:22,206
01-Apr-26,17:55,FR7138,Lisbon (LIS),LIS,Ryanair,B738,SP-RNS,C,17:57,210
01-Apr-26,17:55,FR8107,Reus (REU),REU,Ryanair,B738,9H-QCO,C,18:29,209
01-Apr-26,18:00,AY1386,Helsinki (HEL),HEL,Jettime,B738,OY-JZT,C,18:22,408
01-Apr-26,18:00,EI436,Milan (MXP),MXP,Aer Lingus,A320,EI-DES,C,18:39,416
01-Apr-26,18:00,EI638,Brussels (BRU),BRU,Aer Lingus,A320,EI-FNJ,C,18:04,403
01-Apr-26,18:00,FR7044,Malaga (AGP),AGP,Ryanair,B738,EI-GXG,C,18:20,208
01-Apr-26,18:05,FR1380,Split (SPU),SPU,Ryanair,B38M,EI-IFW,C,19:38,203
01-Apr-26,18:10,FR6907,Bydgoszcz (BZG),BZG,Ryanair,B38M,EI-IHY,C,18:33,207
01-Apr-26,18:15,FR290,London (STN),STN,Ryanair,B738,EI-EVT,C,18:43,210
01-Apr-26,18:15,FR3102,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKH,C,19:04,210
01-Apr-26,18:15,FR4038,Milan (BGY),BGY,Ryanair,B38M,EI-ILO,C,19:30,210
01-Apr-26,18:20,EI610,Amsterdam (AMS),AMS,Aer Lingus,A20N,EI-NSD,C,18:30,410
01-Apr-26,18:20,FR313,Stockholm (ARN),ARN,Ryanair,B38M,EI-IKC,C,18:25,210
01-Apr-26,18:20,FR2192,Zagreb (ZAG),ZAG,Lauda Europe,A320,9H-LOI,C,18:46,201
01-Apr-26,18:25,FR3780,Mahon (MAH),MAH,Ryanair,B738,9H-QBD,C,19:17,208
01-Apr-26,18:30,EI528,Paris (CDG),CDG,Aer Lingus,A320,EI-DEP,C,18:36,403
01-Apr-26,18:30,EI3258,Edinburgh (EDI),EDI,Aer Lingus,AT7,,B,20:00,410
01-Apr-26,18:30,FR814,Edinburgh (EDI),EDI,Ryanair,B738,SP-RKV,C,18:59,205
01-Apr-26,18:30,,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,20:20,418
01-Apr-26,18:35,LX405,Zurich (ZRH),ZRH,Swiss,BCS1,HB-JBI,C,18:50,118
01-Apr-26,18:35,FX5201,London (STN),STN,FedEx,B763,N107FE,D,18:40,R201
01-Apr-26,18:40,EI486,Lisbon (LIS),LIS,Aer Lingus,A320,EI-DVI,C,18:52,403
01-Apr-26,18:45,FR122,London (LGW),LGW,Ryanair,B738,SP-RKD,C,18:55,202
01-Apr-26,18:50,EI276,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEL,C,19:02,406
01-Apr-26,18:50,EI3408,Donegal (CFN),CFN,Aer Lingus,AT7,,B,18:55,417
01-Apr-26,18:50,,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-HPJ,B,18:54,418
01-Apr-26,18:55,EI564,Barcelona (BCN),BCN,Aer Lingus,A320,EI-DEH,C,19:31,403
01-Apr-26,18:55,EY48,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BLZ,E,19:19,415
01-Apr-26,18:55,FR4224,Bratislava (BTS),BTS,Ryanair,B38M,EI-IJD,C,19:03,210
01-Apr-26,19:00,EI182,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,19:10,412
01-Apr-26,19:05,FR558,Manchester (MAN),MAN,Ryanair,B738,EI-GXK,C,19:33,209
01-Apr-26,19:05,FR6921,Barcelona (BCN),BCN,Ryanair,B738,SP-RNP,C,19:23,205
01-Apr-26,19:05,SK2538,Copenhagen (CPH),CPH,SAS,A20N,EI-SIB,C,19:15,117
01-Apr-26,19:10,EA3328,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HDK,B,19:39,418
01-Apr-26,19:10,FR16,Newcastle (NCL),NCL,Ryanair,B738,SP-RKM,C,19:28,206
01-Apr-26,19:15,AF1117,Paris (CDG),CDG,Air France,BCS3,F-HZUU,C,19:42,114
01-Apr-26,19:20,BA4473,London (LCY),LCY,British Airways,E190,G-LCYS,C,19:26,423
01-Apr-26,19:20,EI3274,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,19:25,421
01-Apr-26,19:20,,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPN,B,19:35,418
01-Apr-26,19:25,FR9428,Milan (BGY),BGY,Ryanair,B738,9H-QCF,C,19:33,208
01-Apr-26,19:30,FR7002,Girona (GRO),GRO,Ryanair,B38M,EI-ILJ,C,19:38,211
01-Apr-26,19:30,FR7408,Palma de Mallorca (PMI),PMI,Lauda Europe,A320,9H-LMB,C,19:36,212
01-Apr-26,19:35,FR3095,Szczecin (SZZ),SZZ,Ryanair,B738,9H-QAL,C,19:43,204
01-Apr-26,19:40,FR668,Birmingham (BHX),BHX,Ryanair,B738,EI-DPP,C,19:48,109
01-Apr-26,19:45,BA811,London (LHR),LHR,British Airways,A320,G-EUUJ,C,19:51,425
01-Apr-26,19:45,EI109,New York (JFK),JFK,Aer Lingus,A21N,EI-LRG,C,19:50,405
01-Apr-26,19:45,FR126,London (LGW),LGW,Ryanair,B738,SP-RSQ,C,19:53,205
01-Apr-26,19:45,FR1925,Warsaw (WMI),WMI,Ryanair,B738,SP-RSG,C,19:53,210
01-Apr-26,19:50,SK2566,Stockholm (ARN),ARN,SAS,A20N,EI-SIU,C,19:56,116
01-Apr-26,19:55,5X207,London (STN),STN,UPS,B763,N346UP,D,19:58,R202
01-Apr-26,20:00,FR211,London (STN),STN,Ryanair,B738,EI-DLV,C,20:08,109
01-Apr-26,20:00,FR1860,Paris (BVA),BVA,Ryanair,B38M,EI-IJZ,C,20:08,112
01-Apr-26,20:00,FR4285,Marseille (MRS),MRS,Ryanair,B738,EI-DCJ,C,20:08,208
01-Apr-26,20:10,BA4471,London (LCY),LCY,British Airways,E190,G-LCYP,C,20:16,424
01-Apr-26,20:30,BA835,London (LHR),LHR,British Airways,A20N,G-TTSA,C,20:36,426
01-Apr-26,20:35,FR8111,Faro (FAO),FAO,Ryanair,B738,9H-QBP,C,20:43,203
01-Apr-26,20:45,FR5346,Katowice (KTW),KTW,Ryanair,B738,SP-RNG,C,20:53,214
01-Apr-26,20:45,FR7078,Porto (OPO),OPO,Ryanair,B38M,EI-IFZ,C,20:53,204
01-Apr-26,20:50,,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,20:55,R105
01-Apr-26,20:55,FR342,London (LTN),LTN,Ryanair,B738,9H-QFE,C,21:03,205
01-Apr-26,20:55,FR7062,Alicante (ALC),ALC,Ryanair,B38M,EI-IHA,C,21:03,213
01-Apr-26,21:00,FR255,London (STN),STN,Ryanair,B38M,EI-IHM,C,21:08,114
01-Apr-26,21:00,FR457,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,21:08,206
01-Apr-26,21:00,FR562,Manchester (MAN),MAN,Ryanair,B38M,EI-HGP,C,21:08,104
01-Apr-26,21:05,DN408,Bacau (BCM),BCM,Dan Air,A320,YR-JUL,C,21:10,R105
01-Apr-26,21:05,FR1974,Poznan (POZ),POZ,Ryanair,B738,SP-RSU,C,21:13,207
01-Apr-26,21:05,,Nottingham (EMA),EMA,DHL,B738,EC-HLN,C,21:08,R204
01-Apr-26,21:10,FR5563,Glasgow (GLA),GLA,Ryanair,B738,SP-RND,C,21:18,204
01-Apr-26,21:19,5X249,Cologne (CGN),CGN,UPS,B763,N391UP,D,21:22,R203
01-Apr-26,21:35,VY8723,Barcelona (BCN),BCN,Vueling,A20N,EC-NIY,C,21:41,110
01-Apr-26,21:50,FR448,Liverpool (LPL),LPL,Ryanair,B38M,EI-IFT,C,21:58,107
01-Apr-26,21:50,FR508,Bristol (BRS),BRS,Ryanair,B38M,EI-IKR,C,21:58,211
01-Apr-26,22:00,FR292,London (STN),STN,Ryanair,B738,EI-EVT,C,22:08,103
01-Apr-26,22:00,5O4394,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,22:05,R115
01-Apr-26,22:05,FR634,Cardiff (CWL),CWL,Ryanair,B38M,EI-HGY,C,22:13,209
01-Apr-26,23:50,FR8115,Nottingham (EMA),EMA,Ryanair,B738,EI-DPN,C,23:58,112
01-Apr-26,23:55,H4474,Chisinau (RMO),RMO,HiSky,A320,YR-SKY,C,00:00,R117
02-Apr-26,00:00,,Nottingham (EMA),EMA,RVL Aviation,BE20,G-REXA,C,00:03,R110
02-Apr-26,02:20,LH8321,Frankfurt (FRA),FRA,Lufthansa Cargo,A321,D-AEUA,C,02:24,R201
02-Apr-26,02:30,OJ301,Karlsruhe / Baden-Baden (FKB),FKB,NyxAir,AT75,ES-NTC,B,02:41,R110
02-Apr-26,03:50,XM359,Maastricht (MST),MST,Zimex Aviation,AT72,HB-AFJ,B,04:00,R108
02-Apr-26,05:28,5X248,Shannon (SNN),SNN,UPS,B763,N364UP,D,05:28,R201
02-Apr-26,05:30,TP1327,Lisbon (LIS),LIS,TAP Express,E195,CS-TAX,C,05:45,113
02-Apr-26,05:35,,Copenhagen (CPH),CPH,DHL,A306,D-AEAL,C,05:38,R204
02-Apr-26,05:35,5O4294,Shannon (SNN),SNN,ASL Airlines,B738,F-HIQB,C,05:51,R115
02-Apr-26,05:45,FR1982,Biarritz (BIQ),BIQ,Ryanair,B38M,EI-IHY,C,05:47,208
02-Apr-26,05:45,FR1984,Carcassonne (CCF),CCF,Ryanair,B38M,EI-HGP,C,06:02,206
02-Apr-26,05:45,FR4518,Athens (ATH),ATH,Ryanair,B738,9H-QAD,C,06:04,205
02-Apr-26,05:45,FR7128,Fuerteventura (FUE),FUE,Ryanair,B38M,EI-ILJ,C,05:53,209
02-Apr-26,05:45,FR9456,Bologna (BLQ),BLQ,Ryanair,B38M,EI-HMW,C,05:55,208
02-Apr-26,05:45,TK1174,Istanbul (IST),IST,Turkish Airlines,B39M,TC-LYC,C,06:13,113
02-Apr-26,05:50,FR7762,Alicante (ALC),ALC,Ryanair,B38M,EI-HMZ,C,06:00,205
02-Apr-26,05:55,AF1017,Paris (CDG),CDG,Air France,BCS3,F-HZUK,C,07:15,114
02-Apr-26,05:55,EI440,Athens (ATH),ATH,Aer Lingus,A320,EI-DVN,C,06:11,413
02-Apr-26,05:55,FR436,Liverpool (LPL),LPL,Ryanair,B738,EI-EVJ,C,06:06,201
02-Apr-26,05:55,FR943,Palma de Mallorca (PMI),PMI,Ryanair,B38M,EI-HET,C,06:10,207
02-Apr-26,05:55,KL1134,Amsterdam (AMS),AMS,KLM,B738,PH-BXA,C,06:19,118
02-Apr-26,06:00,LH983,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRL,C,06:16,119
02-Apr-26,06:10,FR652,Lisbon (LIS),LIS,Ryanair,B738,EI-EBK,C,06:36,201
02-Apr-26,06:10,FR808,Edinburgh (EDI),EDI,Ryanair,B738,SP-RKV,C,06:14,208
02-Apr-26,06:15,EI450,Naples (NAP),NAP,Aer Lingus,A320,EI-GAM,C,06:33,406
02-Apr-26,06:15,EI602,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-EDS,C,06:57,412
02-Apr-26,06:15,EI680,Geneva (GVA),GVA,Aer Lingus,A20N,EI-NSA,C,06:29,403
02-Apr-26,06:15,EA3400,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,B,06:27,419
02-Apr-26,06:15,FR5125,Hamburg (HAM),HAM,Ryanair,B738,9H-QDR,C,07:01,210
02-Apr-26,06:20,EI402,Rome (FCO),FCO,Aer Lingus,A320,EI-DEH,C,06:39,412
02-Apr-26,06:20,EI592,Madrid (MAD),MAD,Aer Lingus (Retro livery),A320,EI-DVM,C,06:41,411
02-Apr-26,06:20,FR6875,Barcelona (BCN),BCN,Ryanair,B738,9H-QAR,C,06:48,207
02-Apr-26,06:25,FR94,Gran Canaria (LPA),LPA,Ryanair,B38M,EI-ILC,C,06:51,207
02-Apr-26,06:25,FR112,London (LGW),LGW,Ryanair,B738,SP-RKH,C,06:34,205
02-Apr-26,06:25,FR3995,Agadir (AGA),AGA,Ryanair,B738,SP-RNS,C,08:12,209
02-Apr-26,06:25,FR7030,Faro (FAO),FAO,Ryanair,B38M,EI-HEN,C,06:46,209
02-Apr-26,06:30,EI152,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,06:49,403
02-Apr-26,06:30,EI202,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEP,C,06:55,416
02-Apr-26,06:30,EI262,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEL,C,06:58,413
02-Apr-26,06:30,FR30,London (STN),STN,Ryanair,B38M,EI-IFW,C,06:45,208
02-Apr-26,06:30,FR1986,Nantes (NTE),NTE,Ryanair,B738,9H-QCF,C,06:54,210
02-Apr-26,06:30,FR5568,Rome (FCO),FCO,Ryanair,B738,9H-QAL,C,07:05,206
02-Apr-26,06:40,EI332,Berlin (BER),BER,Aer Lingus,A320,EI-DEJ,C,07:06,409
02-Apr-26,06:40,EI562,Barcelona (BCN),BCN,Aer Lingus,A20N,EI-NSH,C,07:10,405
02-Apr-26,06:40,EA3250,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HPK,B,07:02,421
02-Apr-26,06:40,FR5217,Lublin (LUZ),LUZ,Ryanair,B38M,9H-VUQ,C,07:12,205
02-Apr-26,06:40,FR7046,Malaga (AGP),AGP,Ryanair,B738,SP-RND,C,06:52,209
02-Apr-26,06:45,EI520,Paris (CDG),CDG,Aer Lingus,A21N,EI-XLR,C,07:13,405
02-Apr-26,06:50,EI630,Brussels (BRU),BRU,Aer Lingus,A320,EI-FNJ,C,07:18,403
02-Apr-26,06:50,EI692,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DES,C,07:19,409
02-Apr-26,06:50,EA3220,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,07:08,420
02-Apr-26,06:50,FR657,Brussels (BRU),BRU,Ryanair,B738,SP-RSQ,C,07:32,202
02-Apr-26,06:50,FR660,Birmingham (BHX),BHX,Ryanair,B38M,EI-IHM,C,07:21,201
02-Apr-26,06:50,FR1925,Warsaw (WMI),WMI,Ryanair,B738,SP-RNP,C,07:23,210
02-Apr-26,06:55,FR5060,Cagliari (CAG),CAG,Ryanair,B38M,9H-VVJ,C,07:17,201
02-Apr-26,07:00,BA4461,London (LCY),LCY,British Airways,E190,G-LCAH,C,07:36,424
02-Apr-26,07:00,EI432,Milan (LIN),LIN,Aer Lingus,A320,EI-DEK,C,07:28,415
02-Apr-26,07:00,EI650,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEI,C,07:24,411
02-Apr-26,07:00,EI3300,Southampton (SOU),SOU,Aer Lingus,AT7,,B,,408
02-Apr-26,07:00,EI3350,Newcastle (NCL),NCL,Aer Lingus Regional,AT76,EI-HPJ,B,07:26,421
02-Apr-26,07:05,FR420,Amsterdam (AMS),AMS,Ryanair,B738,EI-DPP,C,07:40,206
02-Apr-26,07:10,EI342,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DVE,C,07:38,403
02-Apr-26,07:10,EA3390,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-FAT,B,07:29,417
02-Apr-26,07:15,EI352,Munich (MUC),MUC,Aer Lingus,A21N,EI-LRF,C,07:39,412
02-Apr-26,07:20,EI580,Malaga (AGP),AGP,Aer Lingus,A21N,EI-LRD,C,07:49,409
02-Apr-26,07:20,EA3242,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPN,B,07:33,421
02-Apr-26,07:20,FR5555,Tenerife (TFS),TFS,Ryanair,B38M,EI-IJD,C,07:58,207
02-Apr-26,07:25,EI642,Prague (PRG),PRG,Aer Lingus,A320,EI-DVH,C,07:47,416
02-Apr-26,07:25,FR504,Bristol (BRS),BRS,Ryanair,B738,9H-QBD,C,07:57,202
02-Apr-26,07:30,EI154,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,08:10,413
02-Apr-26,07:30,EI492,Faro (FAO),FAO,Aer Lingus,A320,EI-DVI,C,07:52,416
02-Apr-26,07:30,EI776,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-GAL,C,07:44,405
02-Apr-26,07:30,EI3320,Manchester (MAN),MAN,Aer Lingus,AT7,,B,07:30,403
02-Apr-26,07:30,FR152,Leeds (LBA),LBA,Ryanair,B738,9H-QAT,C,07:46,206
02-Apr-26,07:30,FR558,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,07:50,209
02-Apr-26,07:30,,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HDK,B,07:42,418
02-Apr-26,07:35,EI476,Dubrovnik (DBV),DBV,Aer Lingus,A320,EI-EDP,C,08:00,409
02-Apr-26,07:40,EI422,Venice (VCE),VCE,Aer Lingus,A320,EI-DVK,C,07:55,407
02-Apr-26,07:40,EI482,Lisbon (LIS),LIS,Aer Lingus,A320,EI-DEM,C,08:03,411
02-Apr-26,07:40,FR276,Glasgow (GLA),GLA,Ryanair,B738,SP-RKD,C,07:53,205
