date,std,flight_no,destination,destination_code,airline_name,aircraft_type,tail_reg,icao_cat,actual_departure,gate
02-Apr-26,07:45,FR332,London (LTN),LTN,Ryanair,B38M,9H-VUZ,C,08:01,201
02-Apr-26,07:45,FR3669,Berlin (BER),BER,Ryanair,B738,9H-QBF,C,08:06,208
02-Apr-26,07:50,EI3550,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,07:50,422
02-Apr-26,07:50,FR114,London (LGW),LGW,Ryanair,B738,SP-RKM,C,08:05,201
02-Apr-26,07:50,,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,08:08,418
02-Apr-26,07:55,FR22,Paris (BVA),BVA,Ryanair,B38M,EI-IGO,C,08:14,205
02-Apr-26,07:55,FR5910,Lanzarote (ACE),ACE,Ryanair,B38M,EI-IHC,C,08:23,204
02-Apr-26,08:00,FR10,Madrid (MAD),MAD,Ryanair,B738,9H-QBB,C,08:20,209
02-Apr-26,08:05,FR7663,Poznan (POZ),POZ,Ryanair,B738,SP-RSB,C,08:37,202
02-Apr-26,08:10,BY1486,Lanzarote (ACE),ACE,TUI,B738,G-FDZZ,C,09:25,109
02-Apr-26,08:15,FR5021,Pisa (PSA),PSA,Ryanair,B38M,EI-ILN,C,08:30,208
02-Apr-26,08:25,FR1023,Budapest (BUD),BUD,Ryanair,B738,SP-RSC,C,09:13,202
02-Apr-26,08:25,FR7008,Vienna (VIE),VIE,Lauda Europe,A320,9H-LOU,C,08:40,207
02-Apr-26,08:30,FR272,London (STN),STN,Ryanair,B38M,EI-IHP,C,08:35,103
02-Apr-26,08:34,FX5050,Indianapolis (IND),IND,FedEx,B763,N125FE,D,08:32,R201
02-Apr-26,08:35,BA825,London (LHR),LHR,British Airways,A20N,G-TTSD,C,09:11,423
02-Apr-26,08:40,EI156,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,08:49,415
02-Apr-26,08:40,FR437,Reus (REU),REU,Ryanair,B738,EI-EVJ,C,08:45,204
02-Apr-26,08:40,LX403,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,09:06,115
02-Apr-26,08:45,BA4463,London (LCY),LCY,British Airways,E190,G-LCYL,C,08:46,424
02-Apr-26,08:45,FR261,Alicante (ALC),ALC,Ryanair,B738,9H-QAY,C,09:27,208
02-Apr-26,08:50,LH977,Frankfurt (FRA),FRA,Lufthansa,A319,D-AIBC,C,09:10,116
02-Apr-26,08:50,UA311,Washington (IAD),IAD,United Airlines,B752,N14106,D,11:31,419
02-Apr-26,08:55,FR3880,Dubrovnik (DBV),DBV,Ryanair,B738,SP-RKN,C,09:15,207
02-Apr-26,08:55,KL1136,Amsterdam (AMS),AMS,KLM,E295,PH-NXU,C,09:21,118
02-Apr-26,09:10,FR116,London (LGW),LGW,Ryanair,B738,EI-EBF,C,09:17,209
02-Apr-26,09:10,FR812,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IFW,C,10:56,209
02-Apr-26,09:15,AF1617,Paris (CDG),CDG,Air France,BCS3,F-HZUV,C,09:36,115
02-Apr-26,09:15,QR20,Doha (DOH),DOH,Qatar Airways,B789,A7-BHO,E,09:40,416
02-Apr-26,09:20,FR611,Kerry (KIR),KIR,Ryanair,B38M,EI-HGY,C,11:20,206
02-Apr-26,09:25,EA3554,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,09:30,421
02-Apr-26,09:25,FR6126,Milan (BGY),BGY,Ryanair,B738,SP-RKV,C,09:38,207
02-Apr-26,09:30,AA133,Dallas (DFW),DFW,American Airlines,B788,N882BL,E,,416
02-Apr-26,09:30,UA22,New York (EWR),EWR,United Airlines,B772,N78003,E,09:52,418
02-Apr-26,09:35,FR7044,Malaga (AGP),AGP,Ryanair,B738,EI-DWP,C,10:22,208
02-Apr-26,09:40,AY1382,Helsinki (HEL),HEL,Jettime,B738,OY-JYC,C,10:20,407
02-Apr-26,09:40,EI158,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,09:54,410
02-Apr-26,09:45,EI204,Manchester (MAN),MAN,Aer Lingus,A21N,EI-XLW,C,10:17,408
02-Apr-26,09:45,EI524,Paris (CDG),CDG,Aer Lingus,A21N,EI-XLV,C,10:04,414
02-Apr-26,09:50,AC801,Toronto (YYZ),YYZ,Air Canada,B789,C-FNOE,E,09:58,413
02-Apr-26,09:50,IB1882,Madrid (MAD),MAD,Iberia Express,A320,EC-KOH,C,10:18,112
02-Apr-26,09:50,VY8721,Barcelona (BCN),BCN,Vueling,A320,EC-MER,C,10:31,110
02-Apr-26,09:55,EI504,Bordeaux (BOD),BOD,Aer Lingus,A320,EI-DEP,C,10:25,406
02-Apr-26,09:55,EI604,Amsterdam (AMS),AMS,Aer Lingus,A21N,EI-XLU,C,10:23,406
02-Apr-26,10:00,DL259,Minneapolis (MSP),MSP,Delta Air Lines,A333,N810NW,E,10:14,404
02-Apr-26,10:00,EI392,Hamburg (HAM),HAM,Aer Lingus,A320,EI-DEL,C,10:29,412
02-Apr-26,10:05,FR364,Funchal (FNC),FNC,Ryanair,B38M,EI-IKN,C,10:40,209
02-Apr-26,10:15,FR288,London (STN),STN,Ryanair,B38M,EI-HGP,C,11:41,204
02-Apr-26,10:20,EA3222,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,10:33,421
02-Apr-26,10:20,EA3252,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,11:02,417
02-Apr-26,10:20,EI3322,Manchester (MAN),MAN,Aer Lingus,AT7,,B,10:30,416
02-Apr-26,10:20,FR562,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,10:54,104
02-Apr-26,10:20,FR7032,Faro (FAO),FAO,Ryanair,B38M,EI-IHM,C,10:42,206
02-Apr-26,10:20,,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HPK,B,10:37,418
02-Apr-26,10:30,BA827,London (LHR),LHR,British Airways,A320,G-EUUC,C,11:01,424
02-Apr-26,10:30,EI404,Rome (FCO),FCO,Aer Lingus,A320,EI-DVG,C,11:15,407
02-Apr-26,10:30,FR662,Birmingham (BHX),BHX,Ryanair,B738,9H-QCF,C,11:17,210
02-Apr-26,10:30,FR831,Venice (VCE),VCE,Ryanair,B738,SP-RKD,C,11:34,206
02-Apr-26,10:35,FR442,Liverpool (LPL),LPL,Ryanair,B738,EI-GSK,C,10:48,205
02-Apr-26,10:40,LH2517,Munich (MUC),MUC,Lufthansa,A321,D-AIRS,C,10:59,117
02-Apr-26,10:40,TK1976,Istanbul (IST),IST,Turkish Airlines,A21N,TC-LSM,C,10:57,114
02-Apr-26,10:45,FR5131,Basel (BSL),BSL,Ryanair,B738,SP-RKH,C,11:05,210
02-Apr-26,10:45,,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,11:06,418
02-Apr-26,10:55,FR536,Nottingham (EMA),EMA,Ryanair,B38M,EI-ILA,C,11:10,202
02-Apr-26,10:55,FR3006,Amsterdam (AMS),AMS,Ryanair,B738,9H-QBD,C,11:19,207
02-Apr-26,11:00,DL177,Atlanta (ATL),ATL,Delta Air Lines,B764,N825MH,D,11:13,403
02-Apr-26,11:00,EI544,Nice (NCE),NCE,Aer Lingus,A320,EI-DER,C,11:25,410
02-Apr-26,11:00,FR1111,London (LGW),LGW,Ryanair,B38M,EI-IHY,C,11:11,203
02-Apr-26,11:05,EA3930,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,11:22,420
02-Apr-26,11:10,EI105,New York (JFK),JFK,Aer Lingus,A333,EI-DUZ,E,11:27,415
02-Apr-26,11:10,EI162,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,11:38,409
02-Apr-26,11:10,FR7054,Malaga (AGP),AGP,Ryanair,B38M,9H-VUZ,C,11:44,203
02-Apr-26,11:10,KL1138,Amsterdam (AMS),AMS,KLM,B738,PH-BXZ,C,11:30,118
02-Apr-26,11:10,SK4604,Oslo (OSL),OSL,SAS,32N,,C,,117
02-Apr-26,11:15,BA4465,London (LCY),LCY,British Airways,E190,G-LCAH,C,11:40,424
02-Apr-26,11:20,EA3266,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPN,B,11:35,419
02-Apr-26,11:20,FR337,London (LTN),LTN,Ryanair,B738,9H-QDR,C,12:17,206
02-Apr-26,11:25,FR632,Copenhagen (CPH),CPH,Ryanair,B738,EI-DPP,C,11:48,209
02-Apr-26,11:30,EI3192,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-HNA,B,11:52,422
02-Apr-26,11:30,EA3226,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,14:14,421
02-Apr-26,11:30,FR202,London (STN),STN,Ryanair,B738,SP-RSQ,C,12:05,201
02-Apr-26,11:30,WS35,Toronto (YYZ),YYZ,WestJet,B38M,C-GRAG,C,11:50,413
02-Apr-26,11:35,EI123,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIL,E,12:03,411
02-Apr-26,11:35,FR7034,Faro (FAO),FAO,Ryanair,B738,SP-RKM,C,12:11,205
02-Apr-26,11:35,UA981,Chicago (ORD),ORD,United Airlines,B788,N26906,E,11:58,418
02-Apr-26,11:40,EA3254,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPP,B,12:00,419
02-Apr-26,11:40,SK536,Stockholm (ARN),ARN,SAS,A20N,EI-SCE,C,11:51,116
02-Apr-26,11:45,AA725,Charlotte (CLT),CLT,American Airlines,B772,N776AN,E,12:20,417
02-Apr-26,12:00,EI164,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,12:34,410
02-Apr-26,12:00,GR687,Guernsey (GCI),GCI,Titan Airways,E190,G-POWX,C,12:22,R105
02-Apr-26,12:00,HU752,Beijing (PEK),PEK,Hainan Airlines,A333,B-1021,E,12:14,416
02-Apr-26,12:05,LM52,Aberdeen (ABZ),ABZ,Loganair,AT76,G-LMTE,B,13:13,418
02-Apr-26,12:20,FR9319,Trieste (TRS),TRS,Ryanair,B38M,EI-HET,C,13:07,203
02-Apr-26,12:25,LH979,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRO,C,12:56,117
02-Apr-26,12:25,,Fes (FEZ),FEZ,Ryanair,CL35,M-ABTE,C,16:02,208
02-Apr-26,12:30,EI160,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,13:21,407
02-Apr-26,12:30,UA229,Washington (IAD),IAD,United Airlines,B752,N13113,D,12:43,418
02-Apr-26,12:30,XQ533,Antalya (AYT),AYT,SunExpress,B38M,TC-SMI,C,12:49,113
02-Apr-26,12:35,EI117,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRE,C,12:48,408
02-Apr-26,12:35,FR9611,Rome (FCO),FCO,Ryanair,B38M,EI-HMW,C,12:51,210
02-Apr-26,12:40,AA723,Philadelphia (PHL),PHL,American Airlines,B788,N812AA,E,12:58,416
02-Apr-26,12:40,FR118,London (LGW),LGW,United Arab Emirates - Air Force,PC21,948,C,13:56,204
02-Apr-26,12:40,SK538,Copenhagen (CPH),CPH,SAS,A20N,EI-SCH,C,12:38,117
02-Apr-26,12:40,,London (LGW),LGW,Ryanair,B738,9H-QCF,C,14:40,208
02-Apr-26,12:45,EI133,Boston (BOS),BOS,Aer Lingus,A21N,EI-LRA,C,13:11,407
02-Apr-26,12:45,EI208,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEJ,C,13:03,411
02-Apr-26,12:50,EI61,San Francisco (SFO),SFO,Aer Lingus,A333,EI-GCF,E,13:09,414
02-Apr-26,12:50,EI552,Lyon (LYS),LYS,Aer Lingus,A320,EI-DES,C,13:05,405
02-Apr-26,12:50,WF373,Bergen (BGO),BGO,Wideroe,E290,LN-WEA,C,12:54,417
02-Apr-26,12:55,QR18,Doha (DOH),DOH,Qatar Airways,B789,A7-BHK,E,13:30,417
02-Apr-26,13:00,BA829,London (LHR),LHR,British Airways,A21N,G-NEOP,C,13:45,423
02-Apr-26,13:00,EI526,Paris (CDG),CDG,Aer Lingus,A320,EI-DEI,C,13:16,404
02-Apr-26,13:00,FR552,Manchester (MAN),MAN,Ryanair,B38M,EI-HMZ,C,13:18,207
02-Apr-26,13:00,FR1860,Paris (BVA),BVA,Ryanair,B738,9H-QAR,C,13:53,112
02-Apr-26,13:00,LX401,Zurich (ZRH),ZRH,Swiss,BCS3,HB-JCM,C,13:33,118
02-Apr-26,13:05,,Amsterdam (AMS),AMS,NetJets,E55P,CS-PHV,C,13:35,R110
02-Apr-26,13:10,EI584,Malaga (AGP),AGP,Aer Lingus,A320,EI-FNJ,C,13:40,404
02-Apr-26,13:10,FR664,Birmingham (BHX),BHX,Ryanair,B738,EI-EBF,C,13:20,202
02-Apr-26,13:15,DL45,New York (JFK),JFK,Delta Air Lines,B763,N177DZ,D,13:38,404
02-Apr-26,13:15,FR1116,Reus (REU),REU,Ryanair,B38M,EI-HEN,C,14:22,205
02-Apr-26,13:20,EI101,New York (EWR),EWR,Aer Lingus,A21N,EI-LRC,C,13:36,411
02-Apr-26,13:20,EI127,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-EDY,E,14:17,406
02-Apr-26,13:20,FR7132,Faro (FAO),FAO,Ryanair,B738,EI-EBK,C,14:26,206
02-Apr-26,13:25,KL1140,Amsterdam (AMS),AMS,KLM (1700th E-Jet Sticker),E295,PH-NXM,C,14:09,118
02-Apr-26,13:30,EI166,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,14:02,410
02-Apr-26,13:30,FR506,Bristol (BRS),BRS,Ryanair,B738,EI-EMB,C,14:46,207
02-Apr-26,13:35,EI608,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-EDS,C,14:10,413
02-Apr-26,13:35,UA316,New York (EWR),EWR,United Airlines,B752,N17128,D,13:42,419
02-Apr-26,13:40,FR814,Edinburgh (EDI),EDI,Ryanair,B738,SP-RNP,C,13:56,205
02-Apr-26,13:45,BA811,London (LHR),LHR,British Airways,A20N,G-TTNW,C,13:58,425
02-Apr-26,13:45,EA3256,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,14:04,420
02-Apr-26,13:55,FR5151,Glasgow (GLA),GLA,Ryanair,B738,9H-QAL,C,15:24,202
02-Apr-26,13:55,SK2468,Copenhagen (CPH),CPH,SAS,E195,SE-RSZ,C,14:12,116
02-Apr-26,14:00,EI448,Heraklion (HER),HER,Aer Lingus,A320,EI-DVE,C,14:07,413
02-Apr-26,14:00,FR1042,Toulouse (TLS),TLS,Ryanair,B738,SP-RND,C,14:58,203
02-Apr-26,14:05,EI77,Nashville (BNA),BNA,Aer Lingus,A21N,EI-XLR,C,14:29,405
02-Apr-26,14:05,EA3224,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-FAT,B,14:51,421
02-Apr-26,14:05,PC1158,Istanbul (SAW),SAW,Pegasus,A21N,TC-RDJ,C,14:28,113
02-Apr-26,14:10,EI131,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRG,C,14:20,403
02-Apr-26,14:10,FR340,London (LTN),LTN,Ryanair,B38M,9H-VVJ,C,14:56,205
02-Apr-26,14:10,FR3332,Pafos (PFO),PFO,Ryanair,B38M,9H-VUQ,C,14:45,203
02-Apr-26,14:15,EI464,Malta (MLA),MLA,Aer Lingus,A320,EI-DVH,C,14:30,416
02-Apr-26,14:15,EI708,Marrakesh (RAK),RAK,Aer Lingus (Retro livery),A320,EI-DVM,C,15:13,407
02-Apr-26,14:15,FI419,Reykjavik (KEF),KEF,Icelandair,B39M,TF-ICB,C,14:59,113
02-Apr-26,14:20,EI748,Bilbao (BIO),BIO,Aer Lingus,A320,EI-DEK,C,14:36,415
02-Apr-26,14:20,EI3392,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-HPK,B,14:20,414
02-Apr-26,14:20,EK162,Dubai (DXB),DXB,Emirates,B77W,A6-EPH,C,14:38,415
02-Apr-26,14:20,FR4409,Rhodes (RHO),RHO,Ryanair,B38M,EI-IFW,C,14:32,209
02-Apr-26,14:20,MS776,Cairo (CAI),CAI,Egyptair,A20N,SU-GFK,C,14:50,115
02-Apr-26,14:20,,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-HPK,B,14:42,418
02-Apr-26,14:25,EI89,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLW,C,14:55,404
02-Apr-26,14:25,FR7235,Malta (MLA),MLA,Ryanair,B38M,EI-HGY,C,14:48,208
02-Apr-26,14:30,EI168,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,14:49,409
02-Apr-26,14:40,EA3286,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GPN,B,15:18,422
02-Apr-26,14:45,EI51,Las Vegas (LAS),LAS,Aer Lingus,A332,EI-DUO,E,15:04,410
02-Apr-26,14:45,EA3272,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HDK,B,15:01,418
02-Apr-26,14:50,EI412,Verona (VRN),VRN,Aer Lingus,A320,EI-DEH,C,15:15,404
02-Apr-26,14:55,EI782,Gran Canaria (LPA),LPA,Aer Lingus,A320,EI-DVK,C,15:16,406
02-Apr-26,15:00,DL155,Boston (BOS),BOS,Delta Air Lines,B763,N1603,D,15:25,403
02-Apr-26,15:00,EI764,Tenerife (TFS),TFS,Aer Lingus,A320,EI-DVN,C,16:34,403
02-Apr-26,15:00,EI778,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-DVI,C,15:22,415
02-Apr-26,15:00,EW9395,Dusseldorf (DUS),DUS,Eurowings,A20N,D-AENG,C,15:21,117
02-Apr-26,15:00,FR7138,Lisbon (LIS),LIS,Ryanair,B738,EI-EVJ,C,15:06,210
02-Apr-26,15:05,FR6244,Tirana (TIA),TIA,Ryanair,B738,EI-EBF,C,17:08,210
02-Apr-26,15:10,EA3304,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,15:33,418
02-Apr-26,15:10,FR1456,Brussels (BRU),BRU,Ryanair,B738,9H-QBD,C,16:32,208
02-Apr-26,15:20,FR3100,Amsterdam (AMS),AMS,Ryanair,B738,SP-RSQ,C,16:24,201
02-Apr-26,15:25,EI69,Los Angeles (LAX),LAX,Aer Lingus,A333,EI-GAJ,E,15:42,405
02-Apr-26,15:30,BA831,London (LHR),LHR,British Airways,A21N,G-NEOS,C,16:25,425
02-Apr-26,15:30,EA3228,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,15:37,418
02-Apr-26,15:30,FR7199,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HGP,C,15:53,207
02-Apr-26,15:30,FR8130,Malaga (AGP),AGP,Ryanair,B738,9H-QAD,C,15:51,210
02-Apr-26,15:35,FR120,London (LGW),LGW,Ryanair,B38M,EI-ILJ,C,15:45,204
02-Apr-26,15:40,EI798,Izmir (ADB),ADB,Aer Lingus,A320,EI-DEP,C,16:10,412
02-Apr-26,15:45,BA4467,London (LCY),LCY,British Airways,E190,G-LCYM,C,16:21,423
02-Apr-26,15:45,EI406,Rome (FCO),FCO,Aer Lingus,A320,EI-DEL,C,16:05,409
02-Apr-26,15:45,FR554,Manchester (MAN),MAN,Ryanair,B38M,EI-IHY,C,16:00,205
02-Apr-26,15:50,EI3216,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-GZV,B,17:34,414
02-Apr-26,15:50,EI3326,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-GPP,B,16:27,407
02-Apr-26,15:50,FR96,Prague (PRG),PRG,Ryanair,B738,SP-RSF,C,16:15,105
02-Apr-26,15:50,FR6840,Naples (NAP),NAP,Ryanair,B38M,EI-HMZ,C,16:33,203
02-Apr-26,15:55,EI172,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,16:04,415
02-Apr-26,16:00,VJT437,Faro (FAO),FAO,VistaJet,CL35,9H-VCN,C,16:38,R109
02-Apr-26,16:05,,Helsinki (HEL),HEL,NetJets,C68A,CS-LTQ,C,16:13,R110
02-Apr-26,16:10,EI115,Philadelphia (PHL),PHL,Aer Lingus,A21N,EI-XLU,C,16:30,407
02-Apr-26,16:10,EI119,Washington (IAD),IAD,Aer Lingus,A21N,EI-XLV,C,16:19,409
02-Apr-26,16:10,EI586,Malaga (AGP),AGP,Aer Lingus,A320,EI-DEM,C,16:22,416
02-Apr-26,16:15,FR204,London (STN),STN,Ryanair,B738,SP-RKV,C,16:36,205
02-Apr-26,16:20,AF1817,Paris (CDG),CDG,Air France,BCS3,F-HZUH,C,17:37,114
02-Apr-26,16:20,EI496,Faro (FAO),FAO,Aer Lingus,A320,EI-DEJ,C,16:55,416
02-Apr-26,16:20,FR122,London (LGW),LGW,Ryanair,B738,9H-QDR,C,16:29,202
02-Apr-26,16:25,EI736,Palma de Mallorca (PMI),PMI,Aer Lingus,A20N,EI-NSE,C,16:53,413
02-Apr-26,16:25,FR1976,Riga (RIX),RIX,Ryanair,B738,SP-RNS,C,17:20,208
02-Apr-26,16:25,FR5306,Kerry (KIR),KIR,Ryanair,B738,SP-RKH,C,16:40,203
02-Apr-26,16:30,FR666,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILC,C,17:12,206
02-Apr-26,16:35,FR156,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,16:51,210
02-Apr-26,16:45,BA4469,London (LCY),LCY,British Airways,E190,G-LCAC,C,16:50,425
02-Apr-26,16:45,EI107,New York (JFK),JFK,Aer Lingus,A21N,EI-LRF,C,17:01,405
02-Apr-26,16:45,EI125,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIN,E,17:03,412
02-Apr-26,16:45,EI137,Boston (BOS),BOS,Aer Lingus,A333,EI-FNG,E,17:05,416
02-Apr-26,16:55,FR126,London (LGW),LGW,Ryanair,B738,9H-QCF,C,18:33,205
02-Apr-26,17:00,FR5405,Murcia (RMU),RMU,Ryanair,B738,EI-DPP,C,17:18,206
02-Apr-26,17:05,TK1978,Istanbul (IST),IST,Turkish Airlines,B38M,TC-LCI,C,17:17,114
02-Apr-26,17:15,FR328,Bucharest (OTP),OTP,Ryanair,B38M,EI-IJD,C,17:55,204
02-Apr-26,17:20,EA3330,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-GPO,B,17:32,421
02-Apr-26,17:20,KL1142,Amsterdam (AMS),AMS,KLM,E190,PH-EZG,C,18:17,119
02-Apr-26,17:25,FR8107,Reus (REU),REU,Ryanair,B738,SP-RKD,C,18:46,209
02-Apr-26,17:25,FR8111,Faro (FAO),FAO,Ryanair,B738,SP-RNP,C,17:57,203
02-Apr-26,17:30,EI176,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,17:45,408
02-Apr-26,17:35,T2345,Vagar (FAE),FAE,West Air Sweden,75C,,C,,R107
02-Apr-26,17:40,FR9288,Brindisi (BDS),BDS,Ryanair,B38M,EI-IHM,C,17:54,204
02-Apr-26,17:40,LH981,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISB,C,18:09,117
02-Apr-26,17:45,FR2971,Kaunas (KUN),KUN,Ryanair,B738,9H-QAR,C,18:04,108
02-Apr-26,17:45,FR3086,Venice (VCE),VCE,Ryanair,B38M,EI-IHC,C,18:16,206
02-Apr-26,17:45,FR3977,Barcelona (BCN),BCN,Ryanair,B738,EI-ESV,C,18:31,209
02-Apr-26,17:45,VL2519,Munich (MUC),MUC,Lufthansa City,A20N,D-AIJR,C,17:59,117
02-Apr-26,17:50,EI336,Berlin (BER),BER,Aer Lingus,A320,EI-DER,C,18:12,407
02-Apr-26,17:50,EA3308,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-FAT,B,18:18,421
02-Apr-26,17:50,EI3556,Edinburgh (EDI),EDI,Aer Lingus,AT7,,B,17:50,410
02-Apr-26,17:50,FR446,Liverpool (LPL),LPL,Ryanair,B738,9H-QAS,C,18:11,201
02-Apr-26,17:50,FR3102,Amsterdam (AMS),AMS,Ryanair,B738,9H-QAL,C,18:30,210
02-Apr-26,17:50,,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HPK,B,18:01,418
02-Apr-26,17:55,EI574,Alicante (ALC),ALC,Aer Lingus,A320,EI-EDP,C,18:27,416
02-Apr-26,18:00,AY1386,Helsinki (HEL),HEL,Finnair (Oneworld Livery),E190,OH-LKN,C,18:14,408
02-Apr-26,18:00,EI178,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,18:22,412
02-Apr-26,18:00,EI638,Brussels (BRU),BRU,Aer Lingus,A320,EI-DEI,C,18:24,403
02-Apr-26,18:00,FR4266,Verona (VRN),VRN,Ryanair,B38M,EI-IGL,C,18:59,202
02-Apr-26,18:00,,Malaga (AGP),AGP,Flexjet,E550,9H-ZFX,C,19:41,R109
02-Apr-26,18:00,,Nice (NCE),NCE,NetJets,CL60,CS-CLA,C,18:41,R110
02-Apr-26,18:10,FR313,Stockholm (ARN),ARN,Ryanair,B738,EI-DLV,C,18:25,210
02-Apr-26,18:20,EI610,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-GAL,C,18:34,410
02-Apr-26,18:25,FR7367,Vienna (VIE),VIE,Lauda Europe,A320,9H-LOA,C,19:00,207
02-Apr-26,18:30,EI528,Paris (CDG),CDG,Aer Lingus,A320,EI-EDS,C,18:39,403
02-Apr-26,18:30,EI3258,Edinburgh (EDI),EDI,Aer Lingus,AT7,,B,18:26,410
02-Apr-26,18:30,,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HDK,B,18:35,418
02-Apr-26,18:30,,Edinburgh (EDI),EDI,NetJets,GLEX,CS-GLD,C,18:29,R110
02-Apr-26,18:35,DY1363,Oslo (OSL),OSL,Norwegian,B738,LN-NHA,C,19:24,110
02-Apr-26,18:35,FR1978,Lodz (LCJ),LCJ,Ryanair,B38M,EI-IHY,C,19:05,201
02-Apr-26,18:35,LX405,Zurich (ZRH),ZRH,Swiss,BCS1,HB-JBE,C,18:43,118
02-Apr-26,18:35,FX5201,London (STN),STN,FedEx,B763,N107FE,D,19:36,R201
02-Apr-26,18:37,FR290,London (STN),STN,Ryanair,B738,9H-QFB,C,19:02,210
02-Apr-26,18:40,FR142,London (LGW),LGW,Ryanair,B38M,EI-HET,C,19:44,210
02-Apr-26,18:40,FR6187,Palma de Mallorca (PMI),PMI,Ryanair,B38M,9H-VUZ,C,19:32,208
02-Apr-26,18:50,BA833,London (LHR),LHR,British Airways,A20N,G-TTSG,C,18:58,423
02-Apr-26,18:50,EI276,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DES,C,19:03,406
02-Apr-26,18:50,EA3408,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GZV,B,20:09,419
02-Apr-26,18:50,FR5432,Ibiza (IBZ),IBZ,Ryanair,B738,SP-RKM,C,19:07,207
02-Apr-26,18:50,TP1325,Lisbon (LIS),LIS,TAP Express,E195,CS-TAX,C,20:03,113
02-Apr-26,18:55,EI564,Barcelona (BCN),BCN,Aer Lingus,A320,EI-DVG,C,19:28,403
02-Apr-26,18:55,EY48,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BLQ,E,19:19,415
02-Apr-26,18:55,FR4285,Marseille (MRS),MRS,Ryanair,B738,EI-DPH,C,20:53,208
02-Apr-26,19:00,EI182,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,19:14,412
02-Apr-26,19:05,FR1958,Nice (NCE),NCE,Ryanair,B738,SP-RND,C,21:02,203
02-Apr-26,19:05,FR5418,Berlin (BER),BER,Ryanair,B738,EI-EBV,C,19:16,205
02-Apr-26,19:05,SK2538,Copenhagen (CPH),CPH,SAS,A20N,EI-SCD,C,19:39,117
