date,std,flight_no,destination,destination_code,airline_name,aircraft_type,tail_reg,icao_cat,actual_departure,gate
02-Apr-26,13:00,FR552,Manchester (MAN),MAN,Ryanair,B38M,EI-HMZ,C,,
02-Apr-26,13:00,FR1860,Paris (BVA),BVA,Ryanair,B738,9H-QAR,C,,
02-Apr-26,13:00,LX401,Zurich (ZRH),ZRH,Swiss,BCS3,HB-JCM,C,,
02-Apr-26,13:05,N/A,Amsterdam (AMS),AMS,NetJets,E55P,CS-PHV,C,,
02-Apr-26,13:10,EI584,Malaga (AGP),AGP,Aer Lingus,A320,EI-FNJ,C,,
02-Apr-26,13:10,FR664,Birmingham (BHX),BHX,Ryanair,B738,EI-EBF,C,,
02-Apr-26,13:15,DL45,New York (JFK),JFK,Delta Air Lines,B763,N177DZ,D,,
02-Apr-26,13:15,FR1116,Reus (REU),REU,Ryanair,B38M,EI-HEN,C,,
02-Apr-26,13:20,EI101,New York (EWR),EWR,Aer Lingus,A21N,EI-LRC,C,,
02-Apr-26,13:20,EI127,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-EDY,E,,
02-Apr-26,13:20,FR7132,Faro (FAO),FAO,Ryanair,B738,EI-EBK,C,,
02-Apr-26,13:25,KL1140,Amsterdam (AMS),AMS,KLM (1700th E-Jet Sticker),E295,PH-NXM,C,,
02-Apr-26,13:30,EI166,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,,
02-Apr-26,13:30,FR506,Bristol (BRS),BRS,Ryanair,B738,EI-EMB,C,,
02-Apr-26,13:35,EI608,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-EDS,C,,
02-Apr-26,13:35,UA316,New York (EWR),EWR,United Airlines,B752,N17128,D,,
02-Apr-26,13:40,FR814,Edinburgh (EDI),EDI,Ryanair,B738,SP-RNP,C,,
02-Apr-26,13:45,BA811,London (LHR),LHR,British Airways,A20N,G-TTNW,C,,
02-Apr-26,13:45,EA3256,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,,
02-Apr-26,13:55,FR5151,Glasgow (GLA),GLA,Ryanair,B738,9H-QAL,C,,
02-Apr-26,13:55,SK2468,Copenhagen (CPH),CPH,SAS,E195,SE-RSZ,C,,
02-Apr-26,14:00,EI448,Heraklion (HER),HER,Aer Lingus,A320,EI-DVE,C,,
02-Apr-26,14:00,FR1042,Toulouse (TLS),TLS,Ryanair,B738,SP-RND,C,,
02-Apr-26,14:05,EI77,Nashville (BNA),BNA,Aer Lingus,A21N,EI-XLR,C,,
02-Apr-26,14:05,EA3224,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-FAT,B,,
02-Apr-26,14:05,PC1158,Istanbul (SAW),SAW,Pegasus,A21N,TC-RDJ,C,,
02-Apr-26,14:10,EI131,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRG,C,,
02-Apr-26,14:10,FR340,London (LTN),LTN,Ryanair,B38M,9H-VVJ,C,,
02-Apr-26,14:10,FR3332,Pafos (PFO),PFO,Ryanair,B38M,9H-VUQ,C,,
02-Apr-26,14:15,EI464,Malta (MLA),MLA,Aer Lingus,A320,EI-DVH,C,,
02-Apr-26,14:15,EI708,Marrakesh (RAK),RAK,Aer Lingus (Retro livery),A320,EI-DVM,C,,
02-Apr-26,14:15,FI419,Reykjavik (KEF),KEF,Icelandair,B39M,TF-ICB,C,,
02-Apr-26,14:20,EI748,Bilbao (BIO),BIO,Aer Lingus,A320,EI-DEK,C,,
02-Apr-26,14:20,EI3392,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-HPK,B,,
02-Apr-26,14:20,EK162,Dubai (DXB),DXB,Emirates,B77W,A6-EPH,C,,
02-Apr-26,14:20,FR4409,Rhodes (RHO),RHO,Ryanair,B38M,EI-IFW,C,,
02-Apr-26,14:20,MS776,Cairo (CAI),CAI,Egyptair,A20N,SU-GFK,C,,
02-Apr-26,14:20,N/A,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-HPK,B,,
02-Apr-26,14:25,EI89,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLW,C,,
02-Apr-26,14:25,FR7235,Malta (MLA),MLA,Ryanair,B38M,EI-HGY,C,,
02-Apr-26,14:30,EI168,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,,
02-Apr-26,14:40,EA3286,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GPN,B,,
02-Apr-26,14:45,EI51,Las Vegas (LAS),LAS,Aer Lingus,A332,EI-DUO,E,,
02-Apr-26,14:45,EA3272,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HDK,B,,
02-Apr-26,14:50,EI412,Verona (VRN),VRN,Aer Lingus,A320,EI-DEH,C,,
02-Apr-26,14:55,EI782,Gran Canaria (LPA),LPA,Aer Lingus,A320,EI-DVK,C,,
02-Apr-26,15:00,DL155,Boston (BOS),BOS,Delta Air Lines,B763,N1603,D,,
02-Apr-26,15:00,EI764,Tenerife (TFS),TFS,Aer Lingus,A320,EI-DVN,C,,
02-Apr-26,15:00,EI778,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-DVI,C,,
02-Apr-26,15:00,EW9395,Dusseldorf (DUS),DUS,Eurowings,A20N,D-AENG,C,,
02-Apr-26,15:00,FR7138,Lisbon (LIS),LIS,Ryanair,B738,EI-EVJ,C,,
02-Apr-26,15:05,FR6244,Tirana (TIA),TIA,Ryanair,B738,EI-EBF,C,,
02-Apr-26,15:10,EA3304,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,,
02-Apr-26,15:10,FR1456,Brussels (BRU),BRU,Ryanair,B738,9H-QBD,C,,
02-Apr-26,15:20,FR3100,Amsterdam (AMS),AMS,Ryanair,B738,SP-RSQ,C,,
02-Apr-26,15:25,EI69,Los Angeles (LAX),LAX,Aer Lingus,A333,EI-GAJ,E,,
02-Apr-26,15:30,BA831,London (LHR),LHR,British Airways,A21N,G-NEOS,C,,
02-Apr-26,15:30,EA3228,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,,
02-Apr-26,15:30,FR7199,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HGP,C,,
02-Apr-26,15:30,FR8130,Malaga (AGP),AGP,Ryanair,B738,9H-QAD,C,,
02-Apr-26,15:35,FR120,London (LGW),LGW,Ryanair,B38M,EI-ILJ,C,,
02-Apr-26,15:40,EI798,Izmir (ADB),ADB,Aer Lingus,A320,EI-DEP,C,,
02-Apr-26,15:45,BA4467,London (LCY),LCY,British Airways,E190,G-LCYM,C,,
02-Apr-26,15:45,EI406,Rome (FCO),FCO,Aer Lingus,A320,EI-DEL,C,,
02-Apr-26,15:45,FR554,Manchester (MAN),MAN,Ryanair,B38M,EI-IHY,C,,
02-Apr-26,15:50,EI3216,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-GZV,B,,
02-Apr-26,15:50,EI3326,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-GPP,B,,
02-Apr-26,15:50,FR96,Prague (PRG),PRG,Ryanair,B738,SP-RSF,C,,
02-Apr-26,15:50,FR6840,Naples (NAP),NAP,Ryanair,B38M,EI-HMZ,C,,
02-Apr-26,15:55,EI172,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,,
02-Apr-26,16:00,VJT437,Faro (FAO),FAO,VistaJet,CL35,9H-VCN,C,,
02-Apr-26,16:05,N/A,Helsinki (HEL),HEL,NetJets,C68A,CS-LTQ,C,,
02-Apr-26,16:10,EI115,Philadelphia (PHL),PHL,Aer Lingus,A21N,EI-XLU,C,,
02-Apr-26,16:10,EI119,Washington (IAD),IAD,Aer Lingus,A21N,EI-XLV,C,,
02-Apr-26,16:10,EI586,Malaga (AGP),AGP,Aer Lingus,A320,EI-DEM,C,,
02-Apr-26,16:15,FR204,London (STN),STN,Ryanair,B738,SP-RKV,C,,
02-Apr-26,16:20,AF1817,Paris (CDG),CDG,Air France,BCS3,F-HZUH,C,,
02-Apr-26,16:20,EI496,Faro (FAO),FAO,Aer Lingus,A320,EI-DEJ,C,,
02-Apr-26,16:20,FR122,London (LGW),LGW,Ryanair,B738,9H-QDR,C,,
02-Apr-26,16:25,EI736,Palma de Mallorca (PMI),PMI,Aer Lingus,A20N,EI-NSE,C,,
02-Apr-26,16:25,FR1976,Riga (RIX),RIX,Ryanair,B738,SP-RNS,C,,
02-Apr-26,16:25,FR5306,Kerry (KIR),KIR,Ryanair,B738,SP-RKH,C,,
02-Apr-26,16:30,FR666,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILC,C,,
02-Apr-26,16:35,FR156,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,,
02-Apr-26,16:45,BA4469,London (LCY),LCY,British Airways,E190,G-LCAC,C,,
02-Apr-26,16:45,EI107,New York (JFK),JFK,Aer Lingus,A21N,EI-LRF,C,,
02-Apr-26,16:45,EI125,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIN,E,,
02-Apr-26,16:45,EI137,Boston (BOS),BOS,Aer Lingus,A333,EI-FNG,E,,
02-Apr-26,16:55,FR126,London (LGW),LGW,Ryanair,B738,9H-QCF,C,,
02-Apr-26,17:00,FR5405,Murcia (RMU),RMU,Ryanair,B738,EI-DPP,C,,
02-Apr-26,17:05,TK1978,Istanbul (IST),IST,Turkish Airlines,B38M,TC-LCI,C,,
02-Apr-26,17:15,FR328,Bucharest (OTP),OTP,Ryanair,B38M,EI-IJD,C,,
02-Apr-26,17:20,EA3330,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-GPO,B,,
02-Apr-26,17:20,KL1142,Amsterdam (AMS),AMS,KLM,E190,PH-EZG,C,,
02-Apr-26,17:25,FR8107,Reus (REU),REU,Ryanair,B738,SP-RKD,C,,
02-Apr-26,17:25,FR8111,Faro (FAO),FAO,Ryanair,B738,SP-RNP,C,,
02-Apr-26,17:30,EI176,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,,
02-Apr-26,17:35,T2345,Vagar (FAE),FAE,West Air Sweden,75C,,C,,
02-Apr-26,17:40,FR9288,Brindisi (BDS),BDS,Ryanair,B38M,EI-IHM,C,,
02-Apr-26,17:40,LH981,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISB,C,,
02-Apr-26,17:45,FR2971,Kaunas (KUN),KUN,Ryanair,B738,9H-QAR,C,,
02-Apr-26,17:45,FR3086,Venice (VCE),VCE,Ryanair,B38M,EI-IHC,C,,
02-Apr-26,17:45,FR3977,Barcelona (BCN),BCN,Ryanair,B738,EI-ESV,C,,
02-Apr-26,17:45,VL2519,Munich (MUC),MUC,Lufthansa City,A20N,D-AIJR,C,,
02-Apr-26,17:50,EI336,Berlin (BER),BER,Aer Lingus,A320,EI-DER,C,,
02-Apr-26,17:50,EA3308,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-FAT,B,,
02-Apr-26,17:50,EI3556,Edinburgh (EDI),EDI,Aer Lingus,AT7,,B,,
02-Apr-26,17:50,FR446,Liverpool (LPL),LPL,Ryanair,B738,9H-QAS,C,,
02-Apr-26,17:50,FR3102,Amsterdam (AMS),AMS,Ryanair,B738,9H-QAL,C,,
02-Apr-26,17:50,N/A,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HPK,B,,
02-Apr-26,17:55,EI574,Alicante (ALC),ALC,Aer Lingus,A320,EI-EDP,C,,
02-Apr-26,18:00,AY1386,Helsinki (HEL),HEL,Finnair (Oneworld Livery),E190,OH-LKN,C,,
02-Apr-26,18:00,EI178,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,,
02-Apr-26,18:00,EI638,Brussels (BRU),BRU,Aer Lingus,A320,EI-DEI,C,,
02-Apr-26,18:00,FR4266,Verona (VRN),VRN,Ryanair,B38M,EI-IGL,C,,
02-Apr-26,18:00,N/A,Malaga (AGP),AGP,Flexjet,E550,9H-ZFX,C,,
02-Apr-26,18:00,N/A,Nice (NCE),NCE,NetJets,CL60,CS-CLA,C,,
02-Apr-26,18:10,FR313,Stockholm (ARN),ARN,Ryanair,B738,EI-DLV,C,,
02-Apr-26,18:20,EI610,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-GAL,C,,
02-Apr-26,18:25,FR7367,Vienna (VIE),VIE,Lauda Europe,A320,9H-LOA,C,,
02-Apr-26,18:30,EI528,Paris (CDG),CDG,Aer Lingus,A320,EI-EDS,C,,
02-Apr-26,18:30,EI3258,Edinburgh (EDI),EDI,Aer Lingus,AT7,,B,,
02-Apr-26,18:30,N/A,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HDK,B,,
02-Apr-26,18:30,N/A,Edinburgh (EDI),EDI,NetJets,GLEX,CS-GLD,C,,
02-Apr-26,18:35,DY1363,Oslo (OSL),OSL,Norwegian,B738,LN-NHA,C,,
02-Apr-26,18:35,FR1978,Lodz (LCJ),LCJ,Ryanair,B38M,EI-IHY,C,,
02-Apr-26,18:35,LX405,Zurich (ZRH),ZRH,Swiss,BCS1,HB-JBE,C,,
02-Apr-26,18:35,FX5201,London (STN),STN,FedEx,B763,N107FE,D,,
02-Apr-26,18:37,FR290,London (STN),STN,Ryanair,B738,9H-QFB,C,,
02-Apr-26,18:40,FR142,London (LGW),LGW,Ryanair,B38M,EI-HET,C,,
02-Apr-26,18:40,FR6187,Palma de Mallorca (PMI),PMI,Ryanair,B38M,9H-VUZ,C,,
02-Apr-26,18:50,BA833,London (LHR),LHR,British Airways,A20N,G-TTSG,C,,
02-Apr-26,18:50,EI276,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DES,C,,
02-Apr-26,18:50,EA3408,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GZV,B,,
02-Apr-26,18:50,FR5432,Ibiza (IBZ),IBZ,Ryanair,B738,SP-RKM,C,,
02-Apr-26,18:50,TP1325,Lisbon (LIS),LIS,TAP Express,E195,CS-TAX,C,,
02-Apr-26,18:55,EI564,Barcelona (BCN),BCN,Aer Lingus,A320,EI-DVG,C,,
02-Apr-26,18:55,EY48,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BLQ,E,,
02-Apr-26,18:55,FR4285,Marseille (MRS),MRS,Ryanair,B738,EI-DPH,C,,
02-Apr-26,19:00,EI182,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,,
02-Apr-26,19:05,FR1958,Nice (NCE),NCE,Ryanair,B738,SP-RND,C,,
02-Apr-26,19:05,FR5418,Berlin (BER),BER,Ryanair,B738,EI-EBV,C,,
02-Apr-26,19:05,SK2538,Copenhagen (CPH),CPH,SAS,A20N,EI-SCD,C,,
02-Apr-26,19:10,EA3328,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-GPP,B,,
02-Apr-26,19:10,FR306,London (LGW),LGW,Ryanair,B38M,EI-HEN,C,,
02-Apr-26,19:15,AF1117,Paris (CDG),CDG,Air France,E190,F-HBLY,C,,
02-Apr-26,19:15,FR24,Paris (BVA),BVA,Ryanair,B38M,EI-IKW,C,,
02-Apr-26,19:15,FR3568,Santiago de Compostela (SCQ),SCQ,Ryanair,B738,SP-RKH,C,,
02-Apr-26,19:20,BA4473,London (LCY),LCY,British Airways,E190,G-LCYL,C,,
02-Apr-26,19:20,FR6921,Barcelona (BCN),BCN,Ryanair,B38M,EI-ILJ,C,,
02-Apr-26,19:30,EA3196,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-HPJ,B,,
02-Apr-26,19:30,FR7036,Girona (GRO),GRO,Ryanair,B38M,EI-ILC,C,,
02-Apr-26,19:30,FR7072,Porto (OPO),OPO,Ryanair,B738,SP-RKV,C,,
02-Apr-26,19:40,FR2030,Krakow (KRK),KRK,Ryanair,B38M,SP-RZV,C,,
02-Apr-26,19:45,EI109,New York (JFK),JFK,Aer Lingus,A21N,EI-LRD,C,,
02-Apr-26,19:45,LG4884,Luxembourg (LUX),LUX,Luxair,E295,LX-LEA,C,,
02-Apr-26,19:50,EW2775,Stuttgart (STR),STR,Eurowings,A320,D-AEWR,C,,
02-Apr-26,19:50,SK2566,Stockholm (ARN),ARN,SAS,32N,,C,,
02-Apr-26,19:55,TO7909,Paris (ORY),ORY,Transavia,B738,F-HUYB,C,,
02-Apr-26,19:55,5X207,London (STN),STN,UPS,B763,N345UP,D,,
02-Apr-26,20:00,FR211,London (STN),STN,Ryanair,B738,SP-RSQ,C,,
02-Apr-26,20:00,FR342,London (LTN),LTN,Ryanair,B738,9H-QBD,C,,
02-Apr-26,20:00,FR534,Nottingham (EMA),EMA,Ryanair,B738,EI-EBK,C,,
02-Apr-26,20:00,FR668,Birmingham (BHX),BHX,Ryanair,B38M,EI-HMW,C,,
02-Apr-26,20:05,FR98,Wroclaw (WRO),WRO,Ryanair,B38M,SP-RZN,C,,
02-Apr-26,20:10,BA4471,London (LCY),LCY,British Airways,E190,G-LCYM,C,,
02-Apr-26,20:10,FR1772,Valencia (VLC),VLC,Ryanair,B738,EI-EGD,C,,
02-Apr-26,20:15,FR5563,Glasgow (GLA),GLA,Ryanair,B738,9H-QDR,C,,
02-Apr-26,20:20,BA835,London (LHR),LHR,British Airways,A21N,G-TNED,C,,
02-Apr-26,20:35,FR9679,Seville (SVQ),SVQ,Ryanair,B738,9H-QCD,C,,
02-Apr-26,20:50,FR7156,Madrid (MAD),MAD,Ryanair,B738,9H-QAV,C,,
02-Apr-26,20:50,N/A,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,,
02-Apr-26,20:55,FR20,Newcastle (NCL),NCL,Ryanair,B38M,EI-IGF,C,,
02-Apr-26,20:55,FR816,Edinburgh (EDI),EDI,Ryanair,B738,9H-QAL,C,,
02-Apr-26,20:55,FR1556,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,,
02-Apr-26,21:05,DN408,Bacau (BCM),BCM,Dan Air,A320,YR-JUL,C,,
02-Apr-26,21:05,FR7062,Alicante (ALC),ALC,Ryanair,B38M,EI-IJK,C,,
02-Apr-26,21:05,N/A,Nottingham (EMA),EMA,DHL,B738,EC-NUG,C,,
02-Apr-26,21:10,FR448,Liverpool (LPL),LPL,Ryanair,B738,EI-DCL,C,,
02-Apr-26,21:19,5X249,Cologne (CGN),CGN,UPS,B763,N364UP,D,,
02-Apr-26,21:25,FR634,Cardiff (CWL),CWL,Ryanair,B738,EI-EVJ,C,,
02-Apr-26,21:25,FR4844,Milan (BGY),BGY,Ryanair,B38M,EI-IKD,C,,
02-Apr-26,21:30,FR556,Manchester (MAN),MAN,Ryanair,B738,9H-QCF,C,,
02-Apr-26,21:40,FR1908,Gdansk (GDN),GDN,Ryanair,B738,SP-RKB,C,,
02-Apr-26,21:50,FR508,Bristol (BRS),BRS,Ryanair,B38M,EI-HGG,C,,
02-Apr-26,21:50,FR6395,Barcelona (BCN),BCN,Ryanair,B738,EI-GSI,C,,
02-Apr-26,22:00,EK164,Dubai (DXB),DXB,Emirates,B77W,A6-ENT,C,,
02-Apr-26,22:00,RK292,London (STN),STN,Ryanair,B38M,G-RYMA,C,,
02-Apr-26,22:00,5O4394,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,,
02-Apr-26,23:20,5F5712,Chisinau (RMO),RMO,FlyOne,A321,YR-FIB,C,,
02-Apr-26,23:35,FR457,Leeds (LBA),LBA,Ryanair,B38M,EI-ILK,C,,
02-Apr-26,23:50,FR1899,Manchester (MAN),MAN,Ryanair,B38M,EI-HMZ,C,,
02-Apr-26,23:50,H4252,Cluj-Napoca (CLJ),CLJ,HiSky,A320,YR-SUN,C,,
02-Apr-26,23:50,H4474,Chisinau (RMO),RMO,HiSky,A320,YR-SKY,C,,
03-Apr-26,02:20,LH8321,Frankfurt (FRA),FRA,Lufthansa Cargo,A321,D-AEUA,C,,
03-Apr-26,02:30,OJ301,Karlsruhe / Baden-Baden (FKB),FKB,NyxAir,AT75,ES-NTC,B,,
03-Apr-26,03:50,XM359,Maastricht (MST),MST,Zimex Aviation,AT72,HB-AFJ,B,,
03-Apr-26,04:40,5F5712,Chisinau (RMO),RMO,FlyOne,A321,YR-FIB,C,,
03-Apr-26,05:20,QY2888,Milan (MXP),MXP,DHL,B738,EC-IXO,C,,
03-Apr-26,05:28,5X248,Shannon (SNN),SNN,UPS,B763,N364UP,D,,
03-Apr-26,05:30,TP1327,Lisbon (LIS),LIS,TAP Express,E190,CS-TPT,C,,
03-Apr-26,05:35,TK1174,Istanbul (IST),IST,Turkish Airlines,B38M,TC-LCU,C,,
03-Apr-26,05:35,5O4294,Shannon (SNN),SNN,ASL Airlines,B738,F-HIQB,C,,
03-Apr-26,05:45,FR437,Reus (REU),REU,Ryanair,B738,SP-RNP,C,,
03-Apr-26,05:45,FR652,Lisbon (LIS),LIS,Ryanair,B38M,EI-IHM,C,,
03-Apr-26,05:45,FR884,Fuerteventura (FUE),FUE,Ryanair,B38M,EI-IHC,C,,
03-Apr-26,05:45,FR3669,Berlin (BER),BER,Ryanair,B38M,EI-IGL,C,,
03-Apr-26,05:45,FR4620,Dalaman (DLM),DLM,Ryanair,B38M,EI-HGP,C,,
03-Apr-26,05:45,FR5555,Tenerife (TFS),TFS,Ryanair,B38M,9H-VUQ,C,,
03-Apr-26,05:50,FR1984,Carcassonne (CCF),CCF,Ryanair,B38M,EI-IHY,C,,
03-Apr-26,05:50,FR5910,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HEN,C,,
03-Apr-26,05:55,AF1017,Paris (CDG),CDG,Air France,BCS3,F-HZUM,C,,
03-Apr-26,05:55,FR1901,Krakow (KRK),KRK,Ryanair,B738,9H-QCS,C,,
03-Apr-26,05:55,KL1134,Amsterdam (AMS),AMS,KLM,B738,PH-BXV,C,,
03-Apr-26,06:00,FR46,Brussels (CRL),CRL,Ryanair,B738,SP-RKV,C,,
03-Apr-26,06:00,FR276,Glasgow (GLA),GLA,Ryanair,B738,SP-RKD,C,,
03-Apr-26,06:00,FR8130,Malaga (AGP),AGP,Ryanair,B738,9H-QFE,C,,
03-Apr-26,06:05,FR152,Leeds (LBA),LBA,Ryanair,B738,EI-DPN,C,,
03-Apr-26,06:05,FR808,Edinburgh (EDI),EDI,Ryanair,B738,SP-RND,C,,
03-Apr-26,06:05,LH983,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRN,C,,
03-Apr-26,06:10,FR7020,Santorini (JTR),JTR,Ryanair,B38M,EI-ILC,C,,
03-Apr-26,06:15,EI450,Naples (NAP),NAP,Aer Lingus,A320,EI-EDS,C,,
03-Apr-26,06:15,EI602,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEH,C,,
03-Apr-26,06:15,FR943,Palma de Mallorca (PMI),PMI,Ryanair,B38M,EI-IJD,C,,
03-Apr-26,06:20,EI402,Rome (FCO),FCO,Aer Lingus,A320,EI-DVK,C,,
03-Apr-26,06:20,EI592,Madrid (MAD),MAD,Aer Lingus,A320,EI-DVN,C,,
03-Apr-26,06:20,FR1992,La Rochelle (LRH),LRH,Ryanair,B738,9H-QCJ,C,,
03-Apr-26,06:20,FR2192,Zagreb (ZAG),ZAG,Ryanair,B738,9H-QAD,C,,
03-Apr-26,06:25,EI3400,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-HPJ,B,,
03-Apr-26,06:30,EI152,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,,
03-Apr-26,06:30,EI262,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEM,C,,
03-Apr-26,06:30,EI202,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEJ,C,,
03-Apr-26,06:30,FR30,London (STN),STN,Ryanair,B738,SP-RKH,C,,
03-Apr-26,06:35,EI3350,Newcastle (NCL),NCL,Aer Lingus Regional,AT76,EI-HPK,B,,
03-Apr-26,06:35,FR657,Brussels (BRU),BRU,Ryanair,B738,9H-QDR,C,,
03-Apr-26,06:35,FR5568,Rome (FCO),FCO,Ryanair,B738,SP-RSQ,C,,
03-Apr-26,06:35,N/A,Newcastle (NCL),NCL,Aer Lingus Regional,AT76,EI-HPK,B,,
03-Apr-26,06:40,EI332,Berlin (BER),BER,Aer Lingus,A320,EI-DVH,C,,
03-Apr-26,06:40,EI562,Barcelona (BCN),BCN,Aer Lingus,A20N,EI-NSD,C,,
03-Apr-26,06:40,EA3250,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,,
03-Apr-26,06:40,EI3280,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GPN,B,,
03-Apr-26,06:45,EI520,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRA,C,,
03-Apr-26,06:45,FR660,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILJ,C,,
03-Apr-26,06:45,FR7030,Faro (FAO),FAO,Ryanair,B738,EI-EVJ,C,,
03-Apr-26,06:50,EI630,Brussels (BRU),BRU,Aer Lingus,A320,EI-DEP,C,,
03-Apr-26,06:50,EI692,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DER,C,,
03-Apr-26,06:50,FR112,London (LGW),LGW,Ryanair,B38M,EI-HET,C,,
03-Apr-26,06:50,FR420,Amsterdam (AMS),AMS,Ryanair,B738,EI-DPP,C,,
03-Apr-26,06:50,FR1976,Riga (RIX),RIX,Ryanair,B738,EI-DLV,C,,
03-Apr-26,06:55,FR6875,Barcelona (BCN),BCN,Ryanair,B38M,EI-HMW,C,,
03-Apr-26,07:00,EI432,Milan (LIN),LIN,Aer Lingus,A320,EI-DEK,C,,
03-Apr-26,07:00,EI502,Bordeaux (BOD),BOD,Aer Lingus,A20N,EI-NSE,C,,
03-Apr-26,07:00,EI650,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DVG,C,,
03-Apr-26,07:00,EA3300,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-GZV,B,,
03-Apr-26,07:00,FR504,Bristol (BRS),BRS,Ryanair,B38M,EI-IFW,C,,
03-Apr-26,07:00,FR7152,Santander (SDR),SDR,Ryanair,B38M,9H-VUZ,C,,
03-Apr-26,07:10,EI342,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DVI,C,,
03-Apr-26,07:10,EI660,Vienna (VIE),VIE,Aer Lingus,A320,EI-DVE,C,,
03-Apr-26,07:10,EI3390,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-GPO,B,,
03-Apr-26,07:15,EI352,Munich (MUC),MUC,Aer Lingus,A21N,EI-LRG,C,,
03-Apr-26,07:15,EI762,Tenerife (TFS),TFS,Aer Lingus,A320,EI-EDP,C,,
03-Apr-26,07:20,EI580,Malaga (AGP),AGP,Aer Lingus,A333,EI-DUZ,E,,
03-Apr-26,07:20,EI780,Gran Canaria (LPA),LPA,Aer Lingus,A320,EI-GAM,C,,
03-Apr-26,07:20,EI3242,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-HNA,B,,
03-Apr-26,07:20,N/A,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-HNA,B,,
03-Apr-26,07:25,EI642,Prague (PRG),PRG,Aer Lingus,A320,EI-DEI,C,,
03-Apr-26,07:25,FR442,Liverpool (LPL),LPL,Ryanair,B738,9H-QDW,C,,
03-Apr-26,07:30,EI154,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,,
03-Apr-26,07:30,EI492,Faro (FAO),FAO,Aer Lingus,A21N,EI-LRC,C,,
03-Apr-26,07:30,EI776,Lanzarote (ACE),ACE,Aer Lingus (Retro livery),A320,EI-DVM,C,,
03-Apr-26,07:30,EI3320,Manchester (MAN),MAN,Aer Lingus,AT7,,B,,
03-Apr-26,07:30,N/A,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-GPP,B,,
03-Apr-26,07:40,EI422,Venice (VCE),VCE,Aer Lingus,A320,EI-GAL,C,,
