date,std,flight_no,destination,destination_code,airline_name,aircraft_type,tail_reg,icao_cat,actual_departure,gate
01-Apr-26,06:05,EY46,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BNA,E,,
01-Apr-26,06:15,EI450,Naples (NAP),NAP,Aer Lingus,A320,EI-GAL,C,,
01-Apr-26,06:15,EI602,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEK,C,,
01-Apr-26,06:15,EI680,Geneva (GVA),GVA,Aer Lingus,A320,EI-DEM,C,,
01-Apr-26,06:15,EA3400,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,B,,
01-Apr-26,06:15,FR2412,Memmingen (FMM),FMM,Ryanair,B738,EI-GXK,C,,
01-Apr-26,06:15,FR4844,Milan (BGY),BGY,Ryanair,B38M,EI-ILJ,C,,
01-Apr-26,06:15,FR7762,Alicante (ALC),ALC,Ryanair,B38M,EI-IJD,C,,
01-Apr-26,06:20,EI402,Rome (FCO),FCO,Aer Lingus,A320,EI-EDP,C,,
01-Apr-26,06:20,EI592,Madrid (MAD),MAD,Aer Lingus,A320,EI-FNJ,C,,
01-Apr-26,06:20,FR276,Glasgow (GLA),GLA,Ryanair,B738,SP-RND,C,,
01-Apr-26,06:20,FR3995,Agadir (AGA),AGA,Ryanair,B738,EI-EVJ,C,,
01-Apr-26,06:20,FR7046,Malaga (AGP),AGP,Ryanair,B38M,EI-ILC,C,,
01-Apr-26,06:20,FR9582,Iasi (IAS),IAS,Ryanair,B38M,EI-IHM,C,,
01-Apr-26,06:25,EA3300,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPK,B,,
01-Apr-26,06:30,EI152,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,,
01-Apr-26,06:30,EI202,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEJ,C,,
01-Apr-26,06:30,EI262,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEI,C,,
01-Apr-26,06:30,FR30,London (STN),STN,Ryanair,B738,SP-RKM,C,,
01-Apr-26,06:30,FR552,Manchester (MAN),MAN,Ryanair,B738,SP-RKD,C,,
01-Apr-26,06:30,FR5125,Hamburg (HAM),HAM,Ryanair,B738,EI-EBL,C,,
01-Apr-26,06:30,FR5568,Rome (FCO),FCO,Ryanair,B38M,EI-HMZ,C,,
01-Apr-26,06:40,EI332,Berlin (BER),BER,Aer Lingus,A320,EI-DVG,C,,
01-Apr-26,06:40,EI562,Barcelona (BCN),BCN,Aer Lingus,A20N,EI-NSD,C,,
01-Apr-26,06:40,EA3250,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,,
01-Apr-26,06:40,FR2703,Seville (SVQ),SVQ,Ryanair,B38M,EI-IFS,C,,
01-Apr-26,06:45,EI520,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRD,C,,
01-Apr-26,06:45,FR328,Bucharest (OTP),OTP,Ryanair,B38M,9H-VVJ,C,,
01-Apr-26,06:50,EI630,Brussels (BRU),BRU,Aer Lingus (Retro livery),A320,EI-DVM,C,,
01-Apr-26,06:50,EI692,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-GAM,C,,
01-Apr-26,06:50,EI3220,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,,
01-Apr-26,06:50,EI3390,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-GZV,B,,
01-Apr-26,06:50,FR112,London (LGW),LGW,Ryanair,B38M,EI-HET,C,,
01-Apr-26,06:55,FR22,Paris (BVA),BVA,Ryanair,B38M,EI-IKW,C,,
01-Apr-26,06:55,FR94,Gran Canaria (LPA),LPA,Ryanair,B38M,9H-VUZ,C,,
01-Apr-26,07:00,BA4461,London (LCY),LCY,British Airways,E190,G-LCYP,C,,
01-Apr-26,07:00,EI432,Milan (LIN),LIN,Aer Lingus,A320,EI-DVN,C,,
01-Apr-26,07:00,EI502,Bordeaux (BOD),BOD,Aer Lingus,A20N,EI-NSB,C,,
01-Apr-26,07:00,EI650,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEL,C,,
01-Apr-26,07:00,EI776,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-DES,C,,
01-Apr-26,07:00,FR660,Birmingham (BHX),BHX,Ryanair,B38M,EI-HMW,C,,
01-Apr-26,07:10,EI342,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DEP,C,,
01-Apr-26,07:10,EI660,Vienna (VIE),VIE,Aer Lingus,A320,EI-DVL,C,,
01-Apr-26,07:10,FR420,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKH,C,,
01-Apr-26,07:10,FR436,Liverpool (LPL),LPL,Ryanair,B738,EI-GSK,C,,
01-Apr-26,07:10,FR657,Brussels (BRU),BRU,Ryanair,B738,SP-RKV,C,,
01-Apr-26,07:10,FR5910,Lanzarote (ACE),ACE,Ryanair,B38M,9H-VUQ,C,,
01-Apr-26,07:15,EI352,Munich (MUC),MUC,Aer Lingus,A320,EI-DVH,C,,
01-Apr-26,07:20,EI580,Malaga (AGP),AGP,Aer Lingus,A333,EI-FNG,E,,
01-Apr-26,07:20,EI762,Tenerife (TFS),TFS,Aer Lingus,A320,EI-DVI,C,,
01-Apr-26,07:20,FR5021,Pisa (PSA),PSA,Ryanair,B38M,EI-IHY,C,,
01-Apr-26,07:20,FR7235,Malta (MLA),MLA,Ryanair,B738,EI-EBY,C,,
01-Apr-26,07:25,EI642,Prague (PRG),PRG,Aer Lingus,A320,EI-EDS,C,,
01-Apr-26,07:25,FR156,Leeds (LBA),LBA,Ryanair,B738,9H-QFD,C,,
01-Apr-26,07:30,EI154,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,,
01-Apr-26,07:30,EI492,Faro (FAO),FAO,Aer Lingus,A320,EI-DVE,C,,
01-Apr-26,07:30,EI3320,Manchester (MAN),MAN,Aer Lingus,AT7,,B,,
01-Apr-26,07:30,EA3350,Newcastle (NCL),NCL,Aer Lingus Regional,AT76,EI-HDK,B,,
01-Apr-26,07:30,N/A,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HPJ,B,,
01-Apr-26,07:35,FR2971,Kaunas (KUN),KUN,Ryanair,B38M,SP-RZL,C,,
01-Apr-26,07:40,EI672,Budapest (BUD),BUD,Aer Lingus,A320,EI-DVK,C,,
01-Apr-26,07:50,EA3550,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPN,B,,
01-Apr-26,07:50,FR114,London (LGW),LGW,Ryanair,B738,SP-RNP,C,,
01-Apr-26,07:50,FR504,Bristol (BRS),BRS,Ryanair,B738,9H-QCO,C,,
01-Apr-26,07:50,FR1948,Luxembourg (LUX),LUX,Ryanair,B738,9H-QAD,C,,
01-Apr-26,07:50,N/A,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPN,B,,
01-Apr-26,08:00,FR340,London (LTN),LTN,Ryanair,B38M,9H-VUH,C,,
01-Apr-26,08:00,FR3977,Barcelona (BCN),BCN,Ryanair,B738,EI-EME,C,,
01-Apr-26,08:00,FR5418,Berlin (BER),BER,Ryanair,B38M,EI-IGK,C,,
01-Apr-26,08:05,FR10,Madrid (MAD),MAD,Ryanair,B38M,EI-HGY,C,,
01-Apr-26,08:20,H5334,Milan (LIN),LIN,VistaJet,C56X,D-CXLS,C,,
01-Apr-26,08:25,TK6425,Milan (MXP),MXP,Turkish Cargo,A332,TC-JCI,E,,
01-Apr-26,08:30,FR272,London (STN),STN,Ryanair,B738,9H-QCA,C,,
01-Apr-26,08:35,BA825,London (LHR),LHR,British Airways,A320,G-EUUJ,C,,
01-Apr-26,08:40,EI156,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,,
01-Apr-26,08:45,BA4463,London (LCY),LCY,British Airways,E190,G-LCAG,C,,
01-Apr-26,08:50,FR7032,Faro (FAO),FAO,Ryanair,B38M,EI-HMW,C,,
01-Apr-26,08:50,LH977,Frankfurt (FRA),FRA,Lufthansa,A319,D-AIBF,C,,
01-Apr-26,08:50,UA311,Washington (IAD),IAD,United Airlines,B752,N14106,D,,
01-Apr-26,08:55,KL1136,Amsterdam (AMS),AMS,KLM,E295,PH-NXI,C,,
01-Apr-26,08:58,FX5202,Liege (LGG),LGG,FedEx,B763,N107FE,D,,
01-Apr-26,09:00,D83607,Copenhagen (CPH),CPH,Norwegian (Gustav Vigeland Livery),B738,SE-RPL,C,,
01-Apr-26,09:15,AF1617,Paris (CDG),CDG,Air France,BCS3,F-HOZB,C,,
01-Apr-26,09:17,FX5050,Indianapolis (IND),IND,FedEx,B763,N125FE,D,,
01-Apr-26,09:20,FR611,Kerry (KIR),KIR,Ryanair,B738,SP-RKD,C,,
01-Apr-26,09:25,EA3554,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,,
01-Apr-26,09:30,AA133,Dallas (DFW),DFW,American Airlines,B788,N871AY,E,,
01-Apr-26,09:30,UA22,New York (EWR),EWR,United Airlines,B77W,N2331U,C,,
01-Apr-26,09:35,FR1111,London (LGW),LGW,Ryanair,B738,9H-QCT,C,,
01-Apr-26,09:40,AY1382,Helsinki (HEL),HEL,Jettime,B738,OY-JZO,C,,
01-Apr-26,09:40,EI158,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,,
01-Apr-26,09:40,FR20,Newcastle (NCL),NCL,Ryanair,B38M,EI-HAW,C,,
01-Apr-26,09:45,EI204,Manchester (MAN),MAN,Aer Lingus,A21N,EI-XLV,C,,
01-Apr-26,09:45,EI524,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRA,C,,
01-Apr-26,09:50,AC801,Toronto (YYZ),YYZ,Air Canada,B789,C-FGDZ,E,,
01-Apr-26,09:50,IB1882,Madrid (MAD),MAD,Iberia Express,A320,EC-LVQ,C,,
01-Apr-26,09:55,EI532,Toulouse (TLS),TLS,Aer Lingus,A320,EI-DEJ,C,,
01-Apr-26,09:55,EI604,Amsterdam (AMS),AMS,Aer Lingus,A21N,EI-XLW,C,,
01-Apr-26,10:00,DL259,Minneapolis (MSP),MSP,Delta Air Lines,A333,N806NW,E,,
01-Apr-26,10:00,EI392,Hamburg (HAM),HAM,Aer Lingus,A320,EI-DEI,C,,
01-Apr-26,10:00,VY8721,Barcelona (BCN),BCN,Vueling,A320,EC-MER,C,,
01-Apr-26,10:05,FR554,Manchester (MAN),MAN,Ryanair,B738,SP-RSQ,C,,
01-Apr-26,10:15,FR662,Birmingham (BHX),BHX,Ryanair,B738,SP-RKM,C,,
01-Apr-26,10:15,FR1116,Reus (REU),REU,Ryanair,B738,SP-RND,C,,
01-Apr-26,10:15,FR1740,Valencia (VLC),VLC,Ryanair,B38M,EI-HET,C,,
01-Apr-26,10:20,EA3252,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,,
01-Apr-26,10:20,EI3322,Manchester (MAN),MAN,Aer Lingus,AT7,,B,,
01-Apr-26,10:20,N/A,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,B,,
01-Apr-26,10:30,BA827,London (LHR),LHR,British Airways,A21N,G-NEOU,C,,
01-Apr-26,10:30,EI404,Rome (FCO),FCO,Aer Lingus,A320,EI-DEH,C,,
01-Apr-26,10:30,EI3264,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,,
01-Apr-26,10:30,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GZV,B,,
01-Apr-26,10:40,FR442,Liverpool (LPL),LPL,Ryanair,B738,EI-DWF,C,,
01-Apr-26,10:40,LH2517,Munich (MUC),MUC,Lufthansa,A21N,D-AIEE,C,,
01-Apr-26,10:40,TK1976,Istanbul (IST),IST,Turkish Airlines,A21N,TC-LSZ,C,,
01-Apr-26,10:45,FR3880,Dubrovnik (DBV),DBV,Ryanair,B38M,SP-RZX,C,,
01-Apr-26,10:45,TP1323,Lisbon (LIS),LIS,TAP Express,E195,CS-TAY,C,,
01-Apr-26,10:50,FR116,London (LGW),LGW,Ryanair,B738,9H-QAL,C,,
01-Apr-26,10:50,FR816,Edinburgh (EDI),EDI,Ryanair,B38M,9H-VUI,C,,
01-Apr-26,10:50,FR6187,Palma de Mallorca (PMI),PMI,Ryanair,B738,9H-QCO,C,,
01-Apr-26,10:55,A3631,Athens (ATH),ATH,Aegean Airlines,A320,SX-DNB,C,,
01-Apr-26,11:00,DL177,Atlanta (ATL),ATL,Delta Air Lines,B764,N825MH,D,,
01-Apr-26,11:00,EI544,Nice (NCE),NCE,Aer Lingus,A320,EI-DER,C,,
01-Apr-26,11:10,EI105,New York (JFK),JFK,Aer Lingus,A333,EI-DUZ,E,,
01-Apr-26,11:10,EI162,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,,
01-Apr-26,11:10,KL1138,Amsterdam (AMS),AMS,KLM,B738,PH-BXY,C,,
01-Apr-26,11:15,BA4465,London (LCY),LCY,British Airways,E190,G-LCYP,C,,
01-Apr-26,11:20,EI3266,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,,
01-Apr-26,11:20,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HPJ,B,,
01-Apr-26,11:20,N/A,Berlin (BER),BER,NetJets,C56X,CS-DQA,C,,
01-Apr-26,11:25,FR202,London (STN),STN,Ryanair,B738,EI-EBL,C,,
01-Apr-26,11:30,EI3192,Liverpool (LPL),LPL,Aer Lingus,AT7,,B,,
01-Apr-26,11:30,EA3226,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,B,,
01-Apr-26,11:30,N/A,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-GPN,B,,
01-Apr-26,11:35,EI123,Chicago (ORD),ORD,Aer Lingus,A333,EI-EDY,E,,
01-Apr-26,11:35,FR3006,Amsterdam (AMS),AMS,Ryanair,B738,SP-RNP,C,,
01-Apr-26,11:35,UA981,Chicago (ORD),ORD,United Airlines,B788,N27901,E,,
01-Apr-26,11:40,EI3254,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HDK,B,,
01-Apr-26,11:40,FR7367,Vienna (VIE),VIE,Ryanair,B738,SP-RKV,C,,
01-Apr-26,11:40,SK536,Stockholm (ARN),ARN,SAS,A20N,EI-SIW,C,,
01-Apr-26,11:45,AA725,Charlotte (CLT),CLT,American Airlines,B772,N762AN,E,,
01-Apr-26,11:45,FR652,Lisbon (LIS),LIS,Ryanair,B738,SP-RKH,C,,
01-Apr-26,12:00,EI164,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,,
01-Apr-26,12:00,FR534,Nottingham (EMA),EMA,Malta Air,B38M,9H-VUF,C,,
01-Apr-26,12:00,FR5432,Ibiza (IBZ),IBZ,Ryanair,B738,SP-RKD,C,,
01-Apr-26,12:00,QS4401,Skopje (SKP),SKP,Smartwings (CSA Livery),BCS3,OK-FYD,C,,
01-Apr-26,12:00,N/A,Leeds (LBA),LBA,NetJets,C68A,CS-LUD,C,,
01-Apr-26,12:00,VJT449,Faro (FAO),FAO,VistaJet,CL35,9H-VCO,C,,
01-Apr-26,12:05,LM52,Aberdeen (ABZ),ABZ,Loganair,AT76,G-LMTI,B,,
01-Apr-26,12:10,FR332,London (LTN),LTN,Ryanair,B38M,EI-ILJ,C,,
01-Apr-26,12:15,FI417,Reykjavik (KEF),KEF,Icelandair,B38M,TF-ICP,C,,
01-Apr-26,12:25,FR556,Manchester (MAN),MAN,Ryanair,B738,EI-DPN,C,,
01-Apr-26,12:25,FR7034,Faro (FAO),FAO,Ryanair,B738,EI-GXK,C,,
01-Apr-26,12:25,LH979,Frankfurt (FRA),FRA,Lufthansa (Superstar Heritage Livery),A321,D-AISZ,C,,
01-Apr-26,12:30,EI160,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,,
01-Apr-26,12:30,UA229,Washington (IAD),IAD,United Airlines,B752,N18112,D,,
01-Apr-26,12:35,EI117,Washington (IAD),IAD,Aer Lingus,A21N,EI-XLR,C,,
01-Apr-26,12:35,EI117,Washington (IAD),IAD,Aer Lingus,A21N,EI-XLR,C,,
01-Apr-26,12:40,AA723,Philadelphia (PHL),PHL,American Airlines,B788,N882BL,E,,
01-Apr-26,12:40,FR96,Prague (PRG),PRG,Ryanair,B38M,EI-IFW,C,,
01-Apr-26,12:40,SK538,Copenhagen (CPH),CPH,SAS,A20N,EI-SID,C,,
01-Apr-26,12:45,EI133,Boston (BOS),BOS,Aer Lingus,A21N,EI-LRC,C,,
01-Apr-26,12:45,EI208,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEK,C,,
01-Apr-26,12:45,EW9395,Dusseldorf (DUS),DUS,Eurowings,A319,D-AGWG,C,,
01-Apr-26,12:50,BA829,London (LHR),LHR,British Airways,A320,G-EUYL,C,,
01-Apr-26,12:50,EI552,Lyon (LYS),LYS,Aer Lingus,A320,EI-DEM,C,,
01-Apr-26,12:50,EI742,Santiago de Compostela (SCQ),SCQ,Aer Lingus,A320,EI-DEL,C,,
01-Apr-26,12:50,FR152,Leeds (LBA),LBA,Ryanair,B738,9H-QAD,C,,
01-Apr-26,13:00,EI61,San Francisco (SFO),SFO,Aer Lingus,A333,EI-EIN,E,,
01-Apr-26,13:00,EI526,Paris (CDG),CDG,Aer Lingus,A320,EI-FNJ,C,,
01-Apr-26,13:00,LX401,Zurich (ZRH),ZRH,Swiss,A20N,HB-JDF,C,,
01-Apr-26,13:10,EI584,Malaga (AGP),AGP,Aer Lingus (Retro livery),A320,EI-DVM,C,,
01-Apr-26,13:15,DL45,New York (JFK),JFK,Delta Air Lines,B763,N178DZ,D,,
01-Apr-26,13:15,EI101,New York (EWR),EWR,Aer Lingus,A21N,EI-LRF,C,,
01-Apr-26,13:20,EI127,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-FNH,E,,
01-Apr-26,13:20,FR1958,Nice (NCE),NCE,Ryanair,B738,SP-RSQ,C,,
01-Apr-26,13:25,FR664,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILC,C,,
01-Apr-26,13:25,FR6875,Barcelona (BCN),BCN,Ryanair,B38M,EI-IJD,C,,
01-Apr-26,13:25,FR7054,Malaga (AGP),AGP,Ryanair,B738,EI-DPP,C,,
01-Apr-26,13:25,KL1140,Amsterdam (AMS),AMS,KLM,E295,PH-NXF,C,,
01-Apr-26,13:30,EI166,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,,
01-Apr-26,13:30,N/A,Shannon (SNN),SNN,Aer Lingus,A320,EI-GAM,C,,
01-Apr-26,13:35,EI608,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEP,C,,
01-Apr-26,13:35,UA316,New York (EWR),EWR,United Airlines,B752,N17126,D,,
01-Apr-26,13:40,FR118,London (LGW),LGW,Ryanair,B38M,EI-IHC,C,,
01-Apr-26,13:40,FR444,Liverpool (LPL),LPL,Ryanair,B738,EI-DLD,C,,
01-Apr-26,13:45,EA3256,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,,
01-Apr-26,13:50,EI121,Orlando (MCO),MCO,Aer Lingus,A333,EI-EIL,E,,
01-Apr-26,14:00,FR9473,Nantes (NTE),NTE,Ryanair,B38M,EI-IHY,C,,
01-Apr-26,14:05,EA3224,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,,
01-Apr-26,14:05,FR5324,Kosice (KSC),KSC,Ryanair,B38M,EI-IHM,C,,
01-Apr-26,14:05,PC1158,Istanbul (SAW),SAW,Pegasus,A21N,TC-RFS,C,,
01-Apr-26,14:05,EI3330,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-FAT,B,,
01-Apr-26,14:10,EI131,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRD,C,,
01-Apr-26,14:15,EI143,Cancun (CUN),CUN,Aer Lingus,A333,EI-GAJ,E,,
01-Apr-26,14:15,FR337,London (LTN),LTN,Ryanair,B38M,EI-IFS,C,,
01-Apr-26,14:15,FR5151,Glasgow (GLA),GLA,Ryanair,B738,9H-QCT,C,,
01-Apr-26,14:15,LG4884,Luxembourg (LUX),LUX,Luxair,DH8D,LX-LQB,B,,
01-Apr-26,14:20,EI748,Bilbao (BIO),BIO,Aer Lingus,A320,EI-EDS,C,,
01-Apr-26,14:20,EK162,Dubai (DXB),DXB,Emirates,B77W,A6-EQA,C,,
01-Apr-26,14:20,FR4784,Newquay (NQY),NQY,Ryanair,B738,SP-RNS,C,,
01-Apr-26,14:25,EI89,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLV,C,,
01-Apr-26,14:30,EI168,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,,
01-Apr-26,14:30,FR812,Edinburgh (EDI),EDI,Ryanair,B38M,EI-HMZ,C,,
01-Apr-26,14:40,EA3286,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GZV,B,,
01-Apr-26,14:40,FR1452,Brussels (BRU),BRU,Ryanair,B738,SP-RKM,C,,
01-Apr-26,14:45,EI3272,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,,
01-Apr-26,14:45,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HPJ,B,,
01-Apr-26,14:50,EI83,Indianapolis (IND),IND,Aer Lingus,A21N,EI-XLU,C,,
01-Apr-26,15:00,DL155,Boston (BOS),BOS,Delta Air Lines,B763,N177DZ,D,,
01-Apr-26,15:00,EI764,Tenerife (TFS),TFS,Aer Lingus,A320,EI-GAL,C,,
01-Apr-26,15:00,EI778,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-EDP,C,,
01-Apr-26,15:00,FR5242,Bodrum (BJV),BJV,Ryanair,B738,EI-EVJ,C,,
01-Apr-26,15:05,N/A,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-HPK,B,,
01-Apr-26,15:10,EA3242,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPN,B,,
01-Apr-26,15:15,FR9611,Rome (FCO),FCO,Ryanair,B738,EI-DPN,C,,
01-Apr-26,15:20,FR495,Madrid (MAD),MAD,Ryanair,B38M,EI-HGY,C,,
01-Apr-26,15:25,BA831,London (LHR),LHR,British Airways,A21N,G-NEOV,C,,
01-Apr-26,15:25,EI53,Seattle (SEA),SEA,Aer Lingus,A332,EI-DUO,E,,
01-Apr-26,15:25,EI69,Los Angeles (LAX),LAX,Aer Lingus,A333,EI-EIM,E,,
01-Apr-26,15:25,EI756,Seville (SVQ),SVQ,Aer Lingus,A320,EI-DVH,C,,
01-Apr-26,15:25,FR3100,Amsterdam (AMS),AMS,Ryanair,B738,9H-QAL,C,,
01-Apr-26,15:30,FR506,Bristol (BRS),BRS,Ryanair,B38M,EI-IJA,C,,
01-Apr-26,15:40,EI87,Cleveland (CLE),CLE,Aer Lingus,A21N,EI-XLW,C,,
01-Apr-26,15:40,EA3930,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,,
01-Apr-26,15:40,FR120,London (LGW),LGW,Ryanair,B738,9H-QCF,C,,
01-Apr-26,15:45,BA4467,London (LCY),LCY,British Airways,E190,G-LCYP,C,,
01-Apr-26,15:45,EI406,Rome (FCO),FCO,Aer Lingus,A320,EI-DVG,C,,
01-Apr-26,15:50,EI3216,Isle of Man (IOM),IOM,Aer Lingus,AT7,,B,,
01-Apr-26,15:50,H4244,Iasi (IAS),IAS,HiSky,A320,YR-SKY,C,,
01-Apr-26,15:50,N/A,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-FAT,B,,
01-Apr-26,15:55,EI172,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,,
01-Apr-26,15:55,FR884,Fuerteventura (FUE),FUE,Ryanair,B738,9H-QAD,C,,
01-Apr-26,16:00,FR7121,Tenerife (TFS),TFS,Ryanair,B38M,9H-VVJ,C,,
01-Apr-26,16:00,N/A,Cork (ORK),ORK,Aer Lingus,A320,EI-DVL,C,,
01-Apr-26,16:00,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-FAT,B,,
01-Apr-26,16:05,FR7124,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HEN,C,,
01-Apr-26,16:10,EI586,Malaga (AGP),AGP,Aer Lingus,A320,EI-DVK,C,,
01-Apr-26,16:10,FR666,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILJ,C,,
01-Apr-26,16:10,FR8130,Malaga (AGP),AGP,Ryanair,B38M,EI-ILC,C,,
01-Apr-26,16:10,OU3501,Mostar (OMO),OMO,Croatia Airlines,BCS3,9A-CAM,C,,
01-Apr-26,16:15,FR204,London (STN),STN,Ryanair,B738,EI-EBY,C,,
01-Apr-26,16:20,AF1817,Paris (CDG),CDG,Air France,BCS3,F-HZUJ,C,,
01-Apr-26,16:20,EI496,Faro (FAO),FAO,Aer Lingus,A320,EI-DVN,C,,
01-Apr-26,16:25,EI119,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRE,C,,
01-Apr-26,16:25,EI356,Munich (MUC),MUC,Aer Lingus,A20N,EI-NSB,C,,
01-Apr-26,16:25,FR1556,Manchester (MAN),MAN,Ryanair,B738,9H-QBZ,C,,
01-Apr-26,16:25,FR5306,Kerry (KIR),KIR,Ryanair,B738,SP-RNP,C,,
01-Apr-26,16:35,FR1390,Thessaloniki (SKG),SKG,Ryanair,B38M,EI-HMW,C,,
01-Apr-26,16:45,BA4469,London (LCY),LCY,British Airways,E190,G-LCYN,C,,
01-Apr-26,16:45,EI107,New York (JFK),JFK,Aer Lingus,A21N,EI-LRA,C,,
01-Apr-26,16:45,EI125,Chicago (ORD),ORD,Aer Lingus,A333,EI-GCF,E,,
01-Apr-26,16:45,EI137,Boston (BOS),BOS,Aer Lingus,A333,EI-FNG,E,,
01-Apr-26,16:50,EI656,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEK,C,,
01-Apr-26,16:55,FR6130,Naples (NAP),NAP,Ryanair,B38M,9H-VUQ,C,,
01-Apr-26,16:55,FR6899,Palermo (PMO),PMO,Ryanair,B38M,EI-HET,C,,
01-Apr-26,17:00,EI348,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DVE,C,,
01-Apr-26,17:00,FR3669,Berlin (BER),BER,Ryanair,B38M,9H-VUZ,C,,
01-Apr-26,17:05,FR2023,Krakow (KRK),KRK,Ryanair,B38M,EI-IHC,C,,
01-Apr-26,17:05,TK1978,Istanbul (IST),IST,Turkish Airlines,B39M,TC-LYA,C,,
01-Apr-26,17:15,EA3342,Jersey (JER),JER,Aer Lingus Regional,AT76,EI-GPO,B,,
01-Apr-26,17:20,KL1142,Amsterdam (AMS),AMS,KLM,E190,PH-EZN,C,,
01-Apr-26,17:25,N/A,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-HPJ,B,,
01-Apr-26,17:30,EI176,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,,
01-Apr-26,17:30,FR3381,Manchester (MAN),MAN,Ryanair,B738,SP-RND,C,,
01-Apr-26,17:30,FR5070,Copenhagen (CPH),CPH,Ryanair,B38M,EI-IJN,C,,
01-Apr-26,17:30,UNI135,Kassel (KSF),KSF,Unicair,LJ45,D-CHLP,C,,
01-Apr-26,17:35,EI698,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DEJ,C,,
01-Apr-26,17:35,FR1025,Budapest (BUD),BUD,Ryanair,B38M,EI-HMZ,C,,
01-Apr-26,17:35,LH981,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRX,C,,
01-Apr-26,17:35,T2345,Vagar (FAE),FAE,West Air Sweden,75C,,C,,
01-Apr-26,17:45,FR261,Alicante (ALC),ALC,Ryanair,B38M,9H-VUL,C,,
01-Apr-26,17:45,FR831,Venice (VCE),VCE,Ryanair,B38M,EI-IFS,C,,
